#parameter:Czz10
#unit:cm2/Hz
#date:20231012
#sensor:height
#Time in ms since start of day
0,0.00,0.48,3.57,8.34,19.18,20.42,34.59,27.13,33.59,20.93,27.69,25.05,31.39,86.32,82.97,211.47,563.65,812.18,5926.97,9360.18,21387.19,10873.76,11399.73,5401.35,5060.45,4239.22,2481.43,3328.86,2212.83,1483.50,1312.78,1142.39,844.56,1405.74,552.71,835.85,772.26,1022.66,1059.38,654.89,690.44,408.41,397.18,495.67,438.23,421.42,340.85,288.21,358.36,343.57,276.40
60000,0.00,0.36,2.72,8.10,19.38,26.24,24.57,47.58,39.46,16.96,24.71,41.11,19.56,81.70,116.25,322.48,687.50,811.53,4408.22,9153.08,18949.61,13389.34,10139.51,5231.57,6582.94,4775.53,2764.64,2892.34,2462.52,1801.88,1318.61,735.67,1055.79,1026.49,725.72,1060.92,661.90,1074.94,880.20,773.40,871.59,441.47,358.83,602.74,358.32,350.35,296.73,225.46,304.35,274.76,309.40
120000,0.00,0.90,7.08,9.15,25.82,25.91,21.85,23.07,19.82,18.77,31.26,26.40,34.60,40.62,67.54,257.53,569.35,1369.89,3843.04,10871.88,12306.36,11734.32,11208.90,5335.80,4988.32,4560.95,2701.22,2387.86,2662.76,1343.24,1203.99,1226.59,765.70,1436.79,550.07,869.76,722.76,632.23,930.09,695.71,823.22,554.82,374.00,406.87,446.95,328.07,289.43,214.15,340.95,375.86,206.58
180000,0.00,0.48,2.42,6.99,11.96,14.40,27.21,32.12,32.74,25.79,22.86,31.94,28.10,45.48,84.46,251.66,631.61,893.84,4389.59,8791.26,18676.46,12877.31,11749.51,6665.66,4692.24,3718.70,2364.20,2021.13,2586.90,1373.10,1262.83,1057.40,917.99,1453.66,603.42,723.33,667.25,827.63,991.11,585.63,829.49,609.50,316.73,461.70,457.08,330.66,278.91,244.26,325.42,262.84,284.58
240000,0.00,0.54,5.70,13.77,22.88,19.87,18.11,23.79,23.13,20.55,19.72,18.26,37.53,65.43,97.66,234.91,753.41,891.50,4313.89,7858.04,15609.94,12843.59,12916.40,6092.04,6082.09,4290.26,2861.57,2273.64,2121.44,1779.72,1021.12,1019.92,893.85,929.32,566.10,675.83,550.08,1112.96,831.82,701.77,998.88,549.72,415.66,553.22,426.72,422.81,286.72,214.47,292.18,265.25,235.99
300000,0.00,0.49,2.93,8.85,15.95,22.90,19.16,23.60,32.90,26.63,22.82,25.62,39.47,55.32,78.94,301.01,742.01,1318.14,3523.06,9164.07,12806.45,11401.26,15210.66,7172.58,4672.96,4583.63,3100.56,2388.43,2673.85,1678.89,990.13,1245.62,769.11,995.71,585.67,731.62,883.32,736.47,868.73,678.01,687.90,486.97,404.07,328.58,475.83,321.60,238.49,218.95,377.24,344.73,242.51
360000,0.00,0.59,3.13,12.10,12.09,18.96,22.80,42.90,27.35,21.81,32.44,26.19,29.97,56.60,103.83,244.80,687.80,1176.66,3471.26,9350.37,13618.64,15884.81,11779.94,6652.31,6444.59,3538.40,2393.40,2407.71,3144.80,1530.24,1011.38,1058.30,824.45,991.78,715.61,782.74,648.93,1007.07,1091.62,546.86,752.06,626.57,317.85,369.99,412.86,394.41,298.82,236.42,341.44,302.34,279.91
420000,0.00,6.15,10.05,12.37,24.39,27.56,31.83,21.93,30.81,23.25,57.24,25.18,27.59,38.27,104.32,225.73,608.54,840.99,4509.28,5887.05,13116.68,17515.12,13325.04,8277.86,6397.07,4081.44,2626.22,2431.72,2106.54,1691.01,1022.69,938.99,976.71,903.92,675.65,846.76,476.12,835.24,966.88,617.55,760.94,538.05,325.48,399.83,438.21,385.35,202.66,291.88,365.23,359.12,215.95
480000,0.00,11.16,12.25,12.73,13.52,15.69,23.74,22.24,29.42,18.88,19.79,32.53,40.11,62.55,85.49,196.96,685.69,1065.05,2686.51,7213.94,12430.20,20399.55,11431.64,9063.47,6781.25,5293.27,2453.89,1857.87,2793.62,1965.33,891.93,870.11,1048.68,697.06,706.07,743.12,541.13,790.37,702.14,563.35,790.13,627.37,362.01,343.63,390.00,403.83,292.31,199.86,327.83,360.15,285.86
540000,0.00,11.03,12.32,19.08,21.02,28.83,28.35,20.21,17.65,31.59,26.03,26.25,27.67,54.06,83.25,210.95,545.71,1230.90,2925.92,8289.52,12525.80,17084.51,11492.21,8983.97,7449.30,4450.67,2568.71,2147.69,3221.11,1492.03,915.19,937.92,845.12,976.45,722.76,919.28,626.40,928.30,943.27,557.31,933.11,739.28,336.16,341.64,432.01,458.51,239.86,277.28,258.77,311.36,261.60
600000,0.00,12.57,16.37,18.76,26.74,17.67,23.92,19.54,25.90,19.11,32.41,21.08,35.64,56.62,97.71,207.15,543.06,1146.84,3689.76,5577.60,17146.50,18758.81,15086.73,8345.06,6376.42,4212.97,1789.18,2121.55,2616.96,1841.34,1340.93,1012.49,984.79,1025.04,761.47,769.58,618.60,1055.48,887.69,543.15,678.17,637.97,350.72,315.35,392.55,372.87,194.25,227.94,260.51,261.42,290.90
660000,0.00,3.35,5.16,12.06,16.63,24.11,25.17,33.89,38.18,26.79,33.53,29.37,22.22,63.87,127.55,252.77,576.90,823.13,3524.86,8174.63,14633.17,21372.00,11844.64,8471.74,8208.35,4622.98,1632.99,1476.19,2429.91,2014.60,1381.34,988.34,1004.19,902.83,988.98,722.87,527.14,1067.76,762.64,643.75,838.63,537.63,433.84,441.37,370.41,344.33,326.63,287.71,226.37,253.47,259.89
720000,0.00,8.61,13.39,26.90,23.29,28.44,22.30,18.45,26.80,28.00,31.27,19.68,25.31,28.02,50.21,197.64,637.09,1059.77,2683.28,7264.43,14301.69,19595.10,15547.89,8241.24,5238.42,4125.36,1810.77,1480.33,1742.09,1516.67,1438.64,1324.16,1001.32,1056.78,798.02,821.79,539.90,705.83,680.84,738.74,736.60,587.02,469.44,410.87,431.69,354.77,219.03,371.93,246.56,321.92,237.28
780000,0.00,11.51,8.17,11.27,8.25,17.29,25.25,32.28,30.09,18.67,25.33,25.89,34.00,55.29,87.73,203.17,597.95,1296.99,2628.28,7220.27,17404.04,21746.02,14425.24,7639.83,7412.43,3961.58,1775.59,2009.30,1820.95,1476.83,1309.48,959.33,1076.37,1041.59,818.28,663.12,457.70,859.70,738.22,654.81,650.40,526.27,246.53,395.14,284.86,326.49,239.60,337.17,274.23,265.66,267.47
840000,0.00,12.08,14.58,16.47,18.95,29.21,26.44,21.76,24.20,20.02,25.46,20.18,43.03,61.93,86.96,145.53,704.45,1150.69,3361.97,5960.80,15649.90,18288.23,12612.57,9202.11,8059.25,3393.05,1974.33,1875.29,1808.47,1358.19,1462.47,970.55,812.77,815.16,823.47,639.51,525.34,922.87,761.02,792.32,760.08,584.71,346.12,507.44,345.39,353.68,321.37,241.17,265.13,273.57,264.72
900000,0.00,6.45,8.87,16.40,25.49,21.10,15.42,16.62,30.33,30.70,30.93,23.48,31.07,43.62,93.30,224.75,610.07,1800.55,3003.44,6784.54,14136.00,15649.53,16753.39,8646.91,6203.38,3424.95,2138.27,2000.51,1756.79,1427.00,1252.98,1157.94,868.23,1000.54,1124.70,803.20,645.53,863.49,674.65,759.88,651.60,456.48,387.43,306.05,400.29,201.82,227.33,248.15,227.74,325.37,254.65
960000,0.00,0.68,4.44,18.18,13.92,16.05,24.84,43.11,21.07,25.39,32.29,16.72,24.49,55.37,87.47,173.67,721.41,1524.64,1862.90,6628.51,12162.56,18266.91,11898.73,7665.57,7745.55,2386.27,2072.86,2245.82,1847.35,1314.61,1041.96,728.03,980.78,1260.59,1179.97,832.36,599.08,1204.48,838.99,865.21,774.05,475.78,262.80,392.73,268.84,359.53,251.25,385.64,165.85,217.97,312.61
1020000,0.00,9.76,11.82,19.92,20.92,24.53,26.28,37.34,27.15,24.48,33.76,15.36,23.61,58.26,116.15,245.89,531.32,1328.73,2585.94,4342.03,16401.57,21219.42,13954.05,10254.52,6819.22,2988.70,2405.97,2285.84,1613.37,1157.05,1151.07,1098.06,833.81,1084.61,1081.54,979.88,529.16,1027.78,726.50,846.35,569.59,500.99,333.19,415.69,284.61,288.73,267.23,307.34,229.79,315.38,227.14
1080000,0.00,11.33,12.42,14.56,13.69,15.17,33.18,24.48,39.81,22.88,20.19,27.10,28.84,61.29,80.57,199.96,645.70,1705.95,2768.96,5304.62,14004.80,22959.41,16145.47,8939.65,6589.72,4588.11,1937.32,2054.45,1882.25,1239.65,1077.74,1061.54,1076.95,855.74,1042.97,859.86,435.67,762.91,601.00,730.06,525.27,533.62,376.15,398.37,283.24,234.09,364.61,252.37,315.11,280.12,216.04
1140000,0.00,10.83,9.96,20.19,19.00,21.13,29.78,23.22,21.28,26.07,22.68,22.68,34.67,68.58,67.09,184.33,594.63,2315.24,3069.10,4063.40,12581.28,21193.30,14166.69,8173.05,7057.63,3609.59,1776.26,2155.01,1601.89,988.97,876.12,1061.05,1000.93,849.16,1142.23,790.65,411.75,869.47,780.28,691.32,810.54,486.58,368.56,332.07,298.61,326.40,332.67,358.38,199.00,259.12,262.16
1200000,0.00,6.83,9.37,12.75,23.58,17.62,14.52,33.45,27.81,31.60,24.24,16.38,28.93,53.41,116.46,234.67,477.84,2233.35,2654.84,5389.55,11254.23,20634.61,15225.52,6717.38,8258.03,3438.90,1532.30,2328.25,1683.58,1112.78,1037.25,1010.06,1040.50,1085.45,1143.09,871.02,542.93,704.47,660.12,942.53,507.77,512.44,321.94,344.00,326.86,324.45,234.53,300.42,184.43,202.95,276.06
1260000,0.00,3.67,5.16,11.79,13.58,19.04,28.71,31.16,24.96,32.25,22.36,20.16,23.27,47.46,125.33,200.94,435.77,1436.28,4357.06,5631.91,12286.96,23345.61,11400.69,8072.78,8397.24,3384.34,2019.94,1866.50,2091.00,1142.84,1460.78,903.09,802.96,943.56,1169.42,644.52,501.91,675.56,636.46,794.84,773.75,550.06,347.57,270.79,284.42,233.16,339.24,307.30,144.36,209.25,212.65
1320000,0.00,0.93,2.89,16.42,23.70,23.14,16.62,32.53,31.55,48.29,41.98,30.36,37.22,61.91,56.90,249.69,568.76,2048.21,3171.80,5190.80,13448.62,20682.27,14333.22,6647.43,5848.22,3388.78,1887.55,1818.74,1627.41,1557.66,1366.64,1090.05,1056.88,984.17,1223.70,798.87,503.07,701.45,651.00,756.25,585.25,479.64,448.12,385.05,356.18,233.52,289.97,381.13,114.38,165.21,289.09
1380000,0.00,11.50,8.45,13.97,12.75,15.88,24.20,38.73,33.22,31.84,27.66,16.34,36.88,51.70,66.75,173.12,549.44,2450.85,3845.57,6613.48,12824.26,23833.45,14199.89,6981.99,6294.73,3747.32,2051.96,2409.02,1679.41,1582.11,974.83,1023.37,1028.33,909.10,1217.65,587.48,482.29,832.49,779.76,1119.29,438.45,451.68,255.46,345.24,278.05,326.36,267.34,345.96,177.16,138.74,246.33
1440000,0.00,12.41,11.78,15.25,18.27,24.33,32.67,27.26,20.32,28.58,26.09,19.78,28.73,51.12,109.90,153.47,499.47,1902.13,4431.52,6085.64,15062.41,21894.60,9402.58,8471.11,7453.54,2997.34,2426.38,1954.33,1668.42,1212.26,1535.52,1305.65,1024.00,865.33,1093.72,653.43,642.85,768.93,845.18,1015.74,600.13,446.88,339.67,354.89,297.73,337.50,403.15,294.50,168.15,195.62,266.94
1500000,0.00,6.43,9.17,17.17,26.09,16.08,24.90,29.24,31.27,27.80,29.99,16.86,39.20,35.24,97.82,186.31,468.81,1997.66,5081.58,5881.96,14363.95,20957.63,13877.61,6335.22,6604.69,2716.04,2411.06,2013.83,1628.83,1592.43,1601.04,1445.86,1131.18,887.05,1309.50,791.51,695.81,700.01,504.68,785.54,556.91,469.21,517.00,323.36,322.99,185.08,310.52,255.78,155.55,271.16,273.87
1560000,0.00,0.52,3.89,15.20,17.71,16.78,28.37,42.90,22.99,26.33,19.19,20.31,36.80,45.05,84.34,173.09,646.26,2359.01,3571.98,5825.25,11267.90,19937.98,11396.93,8235.75,6014.23,2838.01,2520.32,1900.56,1240.75,1786.89,1392.56,1597.68,1217.46,901.40,1361.03,551.78,688.43,930.08,643.55,909.39,510.70,378.53,340.79,302.36,192.94,354.56,342.19,348.32,153.66,182.88,267.74
1620000,0.00,1.81,4.46,9.40,21.74,24.19,28.29,37.27,22.56,31.22,37.60,18.93,28.46,62.61,106.49,261.97,557.33,2430.06,4174.89,6475.48,12117.99,16568.14,9350.75,8408.75,6856.42,2524.75,2386.52,1823.34,1134.25,1433.19,1643.60,1609.16,1062.71,1058.61,1114.87,806.63,685.82,663.62,535.67,1056.96,636.85,433.25,426.46,327.37,272.14,322.01,376.09,311.74,195.95,182.03,274.68
1680000,0.00,0.62,2.14,9.93,14.49,15.53,37.61,25.02,36.14,37.85,31.32,30.30,22.93,52.40,93.45,179.89,528.56,1895.15,4839.77,6944.35,11091.96,16662.58,14583.71,6148.05,5854.39,3305.45,2582.71,1618.73,1326.20,1492.59,1587.54,1608.20,1145.71,868.63,973.57,727.69,666.77,804.33,502.99,874.21,875.13,471.30,346.03,317.71,312.69,275.01,447.20,393.56,239.49,254.45,236.37
1740000,0.00,0.39,4.52,13.34,17.38,15.69,36.44,20.39,28.90,24.77,12.84,18.52,30.51,55.14,81.42,174.24,572.66,2269.15,3935.50,5255.00,12341.97,17574.68,12977.17,5585.14,5696.85,2572.43,2683.99,1268.58,1118.31,1686.17,1428.56,1773.34,1208.45,876.00,1183.15,544.53,661.94,923.89,734.95,818.60,723.20,370.38,489.09,295.51,231.71,269.94,403.17,359.23,159.91,252.54,204.42
1800000,0.00,2.67,4.68,10.68,19.75,17.45,27.66,37.46,32.22,34.49,21.75,25.55,31.38,51.93,74.70,222.55,507.56,2136.62,3966.98,5512.29,8743.94,15239.54,10893.36,7754.03,6197.72,2677.51,1977.84,1586.40,1308.09,1813.23,1444.30,1304.14,1168.65,1070.88,1154.24,707.28,836.24,681.29,581.75,1184.84,644.25,281.66,417.26,321.36,313.23,354.84,322.77,316.10,280.01,198.72,262.26
1860000,0.00,1.24,2.17,7.55,15.46,23.91,28.22,33.49,43.09,37.05,20.82,26.85,26.61,51.74,125.56,227.47,399.19,1477.16,4541.14,6440.66,8568.37,15756.47,10196.67,8526.84,6052.62,2589.43,2511.84,1590.55,1231.25,1713.05,1414.76,1318.53,1162.72,780.49,929.59,573.05,651.17,642.45,804.41,1023.47,983.35,318.18,312.54,337.52,240.95,282.18,333.06,265.06,192.33,257.89,193.86
