Time	FREQUENCY [Hz]	DELTA_FREQUENCY [Hz]	VSPEC1D [m2 s]	THETA1 [degree]	STHETA1 [degree]	DQF [-]	FQF [-]
2023-10-10T00:00:00.000Z	0.290	0.010	0.003773	181.89	72.87	1010000000100000	1
2023-10-10T00:00:00.000Z	0.300	0.010	0.003303	195.39	69.66	1010000000100000	1
2023-10-10T00:00:00.000Z	0.310	0.010	0.002874	129.87	75.00	1010000000100000	1
2023-10-10T00:00:00.000Z	0.320	0.010	0.002191	188.16	72.59	1010000000100000	1
2023-10-10T00:00:00.000Z	0.330	0.010	0.003754	 13.35	75.95	1010000000100000	1
2023-10-10T00:00:00.000Z	0.340	0.010	0.003628	185.43	73.49	1010000000100000	1
2023-10-10T00:00:00.000Z	0.350	0.010	0.005123	192.15	67.62	1010000000100000	1
2023-10-10T00:00:00.000Z	0.360	0.010	0.007791	130.65	73.54	1010000000100000	1
2023-10-10T00:00:00.000Z	0.370	0.010	0.007385	141.73	72.90	1010000000100000	1
2023-10-10T00:00:00.000Z	0.380	0.010	0.005508	143.26	74.68	1010000000100000	1
2023-10-10T00:00:00.000Z	0.390	0.010	0.004621	191.22	60.81	1010000000100000	1
2023-10-10T00:00:00.000Z	0.400	0.010	0.002760	232.39	65.36	1010000000100000	1
2023-10-10T00:00:00.000Z	0.410	0.010	0.003709	177.64	65.36	1010000000100000	1
2023-10-10T00:00:00.000Z	0.420	0.010	0.002537	183.93	63.24	1010000000100000	1
2023-10-10T00:00:00.000Z	0.430	0.010	0.002697	190.06	59.00	1010000000100000	1
2023-10-10T00:00:00.000Z	0.440	0.010	0.002489	176.29	56.92	1010000000100000	1
2023-10-10T00:00:00.000Z	0.450	0.010	0.001970	167.71	61.51	1010000000100000	1
2023-10-10T00:00:00.000Z	0.460	0.010	0.003517	209.02	51.99	1010000000100000	1
2023-10-10T00:00:00.000Z	0.470	0.010	0.003740	197.92	58.41	1010000000100000	1
2023-10-10T00:00:00.000Z	0.480	0.010	0.003362	202.62	51.61	1010000000100000	1
2023-10-10T00:00:00.000Z	0.490	0.010	0.003076	234.23	50.93	1010000000100000	1
2023-10-10T00:00:00.000Z	0.500	0.005	0.007446	228.82	45.99	1010000000100000	1
2023-10-10T00:01:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2023-10-10T00:01:00.000Z	0.010	0.010	0.000022	   NaN	  NaN	1010000000100000	1
2023-10-10T00:01:00.000Z	0.020	0.010	0.000057	   NaN	  NaN	1010000000100000	1
2023-10-10T00:01:00.000Z	0.030	0.010	0.000194	204.28	61.51	1010000000100000	1
2023-10-10T00:01:00.000Z	0.040	0.010	0.000326	174.45	58.00	1010000000100000	1
2023-10-10T00:01:00.000Z	0.050	0.010	0.000723	216.24	62.42	1010000000100000	1
2023-10-10T00:01:00.000Z	0.060	0.010	0.000774	200.00	72.47	1010000000100000	1
2023-10-10T00:01:00.000Z	0.070	0.010	0.000929	179.55	69.75	1010000000100000	1
2023-10-10T00:01:00.000Z	0.080	0.010	0.000755	189.51	65.29	1010000000100000	1
2023-10-10T00:01:00.000Z	0.090	0.010	0.000721	202.87	65.94	1010000000100000	1
2023-10-10T00:01:00.000Z	0.100	0.010	0.000862	227.44	70.01	1010000000100000	1
2023-10-10T00:01:00.000Z	0.110	0.010	0.001771	126.07	71.59	1010000000100000	1
2023-10-10T00:01:00.000Z	0.120	0.010	0.003621	172.67	67.19	1010000000100000	1
2023-10-10T00:01:00.000Z	0.130	0.010	0.005584	147.46	67.95	1010000000100000	1
2023-10-10T00:01:00.000Z	0.140	0.010	0.003888	175.49	70.41	1010000000100000	1
2023-10-10T00:01:00.000Z	0.150	0.010	0.006028	 97.69	74.97	1010000000100000	1
2023-10-10T00:01:00.000Z	0.160	0.010	0.009489	317.95	76.27	1010000000100000	1
2023-10-10T00:01:00.000Z	0.170	0.010	0.006492	 86.36	73.76	1010000000100000	1
2023-10-10T00:01:00.000Z	0.180	0.010	0.006998	147.31	72.16	1010000000100000	1
2023-10-10T00:01:00.000Z	0.190	0.010	0.007827	126.22	63.00	1010000000100000	1
2023-10-10T00:01:00.000Z	0.200	0.010	0.005131	116.54	66.82	1010000000100000	1
2023-10-10T00:01:00.000Z	0.210	0.010	0.006162	102.23	64.91	1010000000100000	1
2023-10-10T00:01:00.000Z	0.220	0.010	0.004659	200.63	67.82	1010000000100000	1
2023-10-10T00:01:00.000Z	0.230	0.010	0.004411	130.41	68.27	1010000000100000	1
2023-10-10T00:01:00.000Z	0.240	0.010	0.003152	127.31	67.10	1010000000100000	1
2023-10-10T00:01:00.000Z	0.250	0.010	0.004826	111.02	73.86	1010000000100000	1
2023-10-10T00:01:00.000Z	0.260	0.010	0.005009	115.61	74.71	1010000000100000	1
2023-10-10T00:01:00.000Z	0.270	0.010	0.004262	240.06	71.70	1010000000100000	1
2023-10-10T00:01:00.000Z	0.280	0.010	0.003479	 98.87	73.73	1010000000100000	1
2023-10-10T00:01:00.000Z	0.290	0.010	0.002713	159.36	67.29	1010000000100000	1
2023-10-10T00:01:00.000Z	0.300	0.010	0.003465	166.28	73.19	1010000000100000	1
2023-10-10T00:01:00.000Z	0.310	0.010	0.003625	163.67	73.27	1010000000100000	1
2023-10-10T00:01:00.000Z	0.320	0.010	0.002562	214.19	80.17	1010000000100000	1
2023-10-10T00:01:00.000Z	0.330	0.010	0.004417	333.51	77.41	1010000000100000	1
2023-10-10T00:01:00.000Z	0.340	0.010	0.005397	129.11	70.12	1010000000100000	1
2023-10-10T00:01:00.000Z	0.350	0.010	0.005185	170.59	71.78	1010000000100000	1
2023-10-10T00:01:00.000Z	0.360	0.010	0.009431	204.41	70.95	1010000000100000	1
2023-10-10T00:01:00.000Z	0.370	0.010	0.007575	142.48	70.35	1010000000100000	1
2023-10-10T00:01:00.000Z	0.380	0.010	0.006318	170.79	72.44	1010000000100000	1
2023-10-10T00:01:00.000Z	0.390	0.010	0.005933	148.63	69.04	1010000000100000	1
2023-10-10T00:01:00.000Z	0.400	0.010	0.003843	228.69	69.12	1010000000100000	1
2023-10-10T00:01:00.000Z	0.410	0.010	0.001963	182.43	67.34	1010000000100000	1
2023-10-10T00:01:00.000Z	0.420	0.010	0.002525	181.76	62.12	1010000000100000	1
2023-10-10T00:01:00.000Z	0.430	0.010	0.002726	184.98	56.34	1010000000100000	1
2023-10-10T00:01:00.000Z	0.440	0.010	0.003376	190.74	50.17	1010000000100000	1
2023-10-10T00:01:00.000Z	0.450	0.010	0.003005	165.10	60.11	1010000000100000	1
2023-10-10T00:01:00.000Z	0.460	0.010	0.003058	196.78	54.17	1010000000100000	1
2023-10-10T00:01:00.000Z	0.470	0.010	0.003632	195.12	56.28	1010000000100000	1
2023-10-10T00:01:00.000Z	0.480	0.010	0.003749	208.60	52.60	1010000000100000	1
2023-10-10T00:01:00.000Z	0.490	0.010	0.002674	230.55	47.13	1010000000100000	1
2023-10-10T00:01:00.000Z	0.500	0.005	0.006949	236.52	44.03	1010000000100000	1
2023-10-10T00:02:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2023-10-10T00:02:00.000Z	0.010	0.010	0.000028	   NaN	  NaN	1010000000100000	1
2023-10-10T00:02:00.000Z	0.020	0.010	0.000170	   NaN	  NaN	1010000000100000	1
2023-10-10T00:02:00.000Z	0.030	0.010	0.000360	207.93	59.51	1010000000100000	1
2023-10-10T00:02:00.000Z	0.040	0.010	0.000527	192.78	67.50	1010000000100000	1
2023-10-10T00:02:00.000Z	0.050	0.010	0.000549	214.21	58.33	1010000000100000	1
2023-10-10T00:02:00.000Z	0.060	0.010	0.000888	227.01	70.44	1010000000100000	1
2023-10-10T00:02:00.000Z	0.070	0.010	0.000840	172.19	70.10	1010000000100000	1
2023-10-10T00:02:00.000Z	0.080	0.010	0.000958	190.24	68.68	1010000000100000	1
2023-10-10T00:02:00.000Z	0.090	0.010	0.000510	206.92	69.34	1010000000100000	1
2023-10-10T00:02:00.000Z	0.100	0.010	0.000943	244.05	68.29	1010000000100000	1
2023-10-10T00:02:00.000Z	0.110	0.010	0.002147	175.14	75.99	1010000000100000	1
2023-10-10T00:02:00.000Z	0.120	0.010	0.004614	151.37	70.54	1010000000100000	1
2023-10-10T00:02:00.000Z	0.130	0.010	0.005346	117.77	68.33	1010000000100000	1
2023-10-10T00:02:00.000Z	0.140	0.010	0.005359	179.76	71.55	1010000000100000	1
2023-10-10T00:02:00.000Z	0.150	0.010	0.007403	100.58	61.47	1010000000100000	1
2023-10-10T00:02:00.000Z	0.160	0.010	0.008537	259.71	78.68	1010000000100000	1
2023-10-10T00:02:00.000Z	0.170	0.010	0.004716	256.31	75.21	1010000000100000	1
2023-10-10T00:02:00.000Z	0.180	0.010	0.006984	114.29	65.01	1010000000100000	1
2023-10-10T00:02:00.000Z	0.190	0.010	0.009504	136.42	59.73	1010000000100000	1
2023-10-10T00:02:00.000Z	0.200	0.010	0.008282	106.10	69.60	1010000000100000	1
2023-10-10T00:02:00.000Z	0.210	0.010	0.004214	122.09	67.34	1010000000100000	1
2023-10-10T00:02:00.000Z	0.220	0.010	0.007455	114.70	68.75	1010000000100000	1
2023-10-10T00:02:00.000Z	0.230	0.010	0.005334	135.46	67.49	1010000000100000	1
2023-10-10T00:02:00.000Z	0.240	0.010	0.005095	106.04	64.37	1010000000100000	1
2023-10-10T00:02:00.000Z	0.250	0.010	0.004000	116.19	74.10	1010000000100000	1
2023-10-10T00:02:00.000Z	0.260	0.010	0.005215	135.89	75.32	1010000000100000	1
2023-10-10T00:02:00.000Z	0.270	0.010	0.004871	207.71	76.27	1010000000100000	1
2023-10-10T00:02:00.000Z	0.280	0.010	0.002973	209.16	78.79	1010000000100000	1
2023-10-10T00:02:00.000Z	0.290	0.010	0.003225	190.93	69.00	1010000000100000	1
2023-10-10T00:02:00.000Z	0.300	0.010	0.003317	221.96	71.42	1010000000100000	1
2023-10-10T00:02:00.000Z	0.310	0.010	0.002578	140.54	68.75	1010000000100000	1
2023-10-10T00:02:00.000Z	0.320	0.010	0.002014	143.04	80.64	1010000000100000	1
2023-10-10T00:02:00.000Z	0.330	0.010	0.002849	 17.39	77.53	1010000000100000	1
2023-10-10T00:02:00.000Z	0.340	0.010	0.003931	150.93	73.69	1010000000100000	1
2023-10-10T00:02:00.000Z	0.350	0.010	0.005240	153.54	66.64	1010000000100000	1
2023-10-10T00:02:00.000Z	0.360	0.010	0.006785	213.55	72.12	1010000000100000	1
2023-10-10T00:02:00.000Z	0.370	0.010	0.008057	163.42	70.34	1010000000100000	1
2023-10-10T00:02:00.000Z	0.380	0.010	0.005005	163.38	70.89	1010000000100000	1
2023-10-10T00:02:00.000Z	0.390	0.010	0.004947	187.54	61.33	1010000000100000	1
2023-10-10T00:02:00.000Z	0.400	0.010	0.002569	236.00	68.89	1010000000100000	1
2023-10-10T00:02:00.000Z	0.410	0.010	0.003407	181.14	66.91	1010000000100000	1
2023-10-10T00:02:00.000Z	0.420	0.010	0.002726	179.12	58.45	1010000000100000	1
2023-10-10T00:02:00.000Z	0.430	0.010	0.002803	197.20	56.13	1010000000100000	1
2023-10-10T00:02:00.000Z	0.440	0.010	0.002633	193.95	54.96	1010000000100000	1
2023-10-10T00:02:00.000Z	0.450	0.010	0.001838	188.05	65.03	1010000000100000	1
2023-10-10T00:02:00.000Z	0.460	0.010	0.002310	216.00	63.87	1010000000100000	1
2023-10-10T00:02:00.000Z	0.470	0.010	0.004387	197.36	55.50	1010000000100000	1
2023-10-10T00:02:00.000Z	0.480	0.010	0.003963	188.42	58.91	1010000000100000	1
2023-10-10T00:02:00.000Z	0.490	0.010	0.002602	233.56	57.61	1010000000100000	1
2023-10-10T00:02:00.000Z	0.500	0.005	0.006770	237.80	37.69	1010000000100000	1
2023-10-10T00:03:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2023-10-10T00:03:00.000Z	0.010	0.010	0.000015	   NaN	  NaN	1010000000100000	1
2023-10-10T00:03:00.000Z	0.020	0.010	0.000036	   NaN	  NaN	1010000000100000	1
2023-10-10T00:03:00.000Z	0.030	0.010	0.000158	194.98	63.38	1010000000100000	1
2023-10-10T00:03:00.000Z	0.040	0.010	0.000513	196.14	62.68	1010000000100000	1
2023-10-10T00:03:00.000Z	0.050	0.010	0.001033	196.15	61.84	1010000000100000	1
2023-10-10T00:03:00.000Z	0.060	0.010	0.000621	217.15	71.38	1010000000100000	1
2023-10-10T00:03:00.000Z	0.070	0.010	0.000667	189.52	66.68	1010000000100000	1
2023-10-10T00:03:00.000Z	0.080	0.010	0.000468	192.93	67.10	1010000000100000	1
2023-10-10T00:03:00.000Z	0.090	0.010	0.000680	175.21	67.96	1010000000100000	1
2023-10-10T00:03:00.000Z	0.100	0.010	0.001439	218.73	68.84	1010000000100000	1
2023-10-10T00:03:00.000Z	0.110	0.010	0.002622	149.74	79.13	1010000000100000	1
2023-10-10T00:03:00.000Z	0.120	0.010	0.001859	197.01	63.07	1010000000100000	1
2023-10-10T00:03:00.000Z	0.130	0.010	0.006976	118.13	65.80	1010000000100000	1
2023-10-10T00:03:00.000Z	0.140	0.010	0.004756	150.15	72.58	1010000000100000	1
2023-10-10T00:03:00.000Z	0.150	0.010	0.008500	138.39	73.39	1010000000100000	1
2023-10-10T00:03:00.000Z	0.160	0.010	0.008266	 89.03	77.65	1010000000100000	1
2023-10-10T00:03:00.000Z	0.170	0.010	0.004956	258.65	72.82	1010000000100000	1
2023-10-10T00:03:00.000Z	0.180	0.010	0.007102	152.46	71.32	1010000000100000	1
2023-10-10T00:03:00.000Z	0.190	0.010	0.009750	148.04	68.27	1010000000100000	1
2023-10-10T00:03:00.000Z	0.200	0.010	0.006410	 94.23	72.51	1010000000100000	1
2023-10-10T00:03:00.000Z	0.210	0.010	0.005059	152.70	65.33	1010000000100000	1
2023-10-10T00:03:00.000Z	0.220	0.010	0.006051	119.46	67.02	1010000000100000	1
2023-10-10T00:03:00.000Z	0.230	0.010	0.004419	120.61	64.14	1010000000100000	1
2023-10-10T00:03:00.000Z	0.240	0.010	0.003872	104.49	69.01	1010000000100000	1
2023-10-10T00:03:00.000Z	0.250	0.010	0.003932	 97.38	65.08	1010000000100000	1
2023-10-10T00:03:00.000Z	0.260	0.010	0.005420	133.95	76.29	1010000000100000	1
2023-10-10T00:03:00.000Z	0.270	0.010	0.004827	132.92	73.10	1010000000100000	1
2023-10-10T00:03:00.000Z	0.280	0.010	0.002375	199.84	74.29	1010000000100000	1
2023-10-10T00:03:00.000Z	0.290	0.010	0.003519	216.27	63.80	1010000000100000	1
2023-10-10T00:03:00.000Z	0.300	0.010	0.003365	252.43	72.71	1010000000100000	1
2023-10-10T00:03:00.000Z	0.310	0.010	0.003614	131.29	72.78	1010000000100000	1
2023-10-10T00:03:00.000Z	0.320	0.010	0.002372	211.70	76.68	1010000000100000	1
2023-10-10T00:03:00.000Z	0.330	0.010	0.003714	357.98	76.87	1010000000100000	1
2023-10-10T00:03:00.000Z	0.340	0.010	0.003878	125.38	76.24	1010000000100000	1
2023-10-10T00:03:00.000Z	0.350	0.010	0.003439	148.29	69.96	1010000000100000	1
2023-10-10T00:03:00.000Z	0.360	0.010	0.006827	217.54	79.03	1010000000100000	1
2023-10-10T00:03:00.000Z	0.370	0.010	0.008050	165.63	71.74	1010000000100000	1
2023-10-10T00:03:00.000Z	0.380	0.010	0.005904	161.14	73.51	1010000000100000	1
2023-10-10T00:03:00.000Z	0.390	0.010	0.005955	183.45	60.40	1010000000100000	1
2023-10-10T00:03:00.000Z	0.400	0.010	0.004701	228.66	68.07	1010000000100000	1
2023-10-10T00:03:00.000Z	0.410	0.010	0.003069	194.35	66.15	1010000000100000	1
2023-10-10T00:03:00.000Z	0.420	0.010	0.003170	164.73	57.22	1010000000100000	1
2023-10-10T00:03:00.000Z	0.430	0.010	0.002818	192.42	58.89	1010000000100000	1
2023-10-10T00:03:00.000Z	0.440	0.010	0.003153	206.40	58.75	1010000000100000	1
2023-10-10T00:03:00.000Z	0.450	0.010	0.002321	172.19	67.37	1010000000100000	1
2023-10-10T00:03:00.000Z	0.460	0.010	0.003216	211.65	53.12	1010000000100000	1
2023-10-10T00:03:00.000Z	0.470	0.010	0.003644	202.82	50.50	1010000000100000	1
2023-10-10T00:03:00.000Z	0.480	0.010	0.002787	209.21	51.56	1010000000100000	1
2023-10-10T00:03:00.000Z	0.490	0.010	0.002863	231.66	53.90	1010000000100000	1
2023-10-10T00:03:00.000Z	0.500	0.005	0.006237	225.52	42.79	1010000000100000	1
2023-10-10T00:04:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2023-10-10T00:04:00.000Z	0.010	0.010	0.000041	   NaN	  NaN	1010000000100000	1
2023-10-10T00:04:00.000Z	0.020	0.010	0.000166	   NaN	  NaN	1010000000100000	1
2023-10-10T00:04:00.000Z	0.030	0.010	0.000261	203.81	62.09	1010000000100000	1
2023-10-10T00:04:00.000Z	0.040	0.010	0.000507	181.65	63.27	1010000000100000	1
2023-10-10T00:04:00.000Z	0.050	0.010	0.000837	220.99	62.72	1010000000100000	1
2023-10-10T00:04:00.000Z	0.060	0.010	0.001230	206.90	71.48	1010000000100000	1
2023-10-10T00:04:00.000Z	0.070	0.010	0.001036	163.99	64.42	1010000000100000	1
2023-10-10T00:04:00.000Z	0.080	0.010	0.001006	207.31	66.49	1010000000100000	1
2023-10-10T00:04:00.000Z	0.090	0.010	0.001027	187.15	67.33	1010000000100000	1
2023-10-10T00:04:00.000Z	0.100	0.010	0.001152	237.59	65.36	1010000000100000	1
2023-10-10T00:04:00.000Z	0.110	0.010	0.002260	262.70	80.01	1010000000100000	1
2023-10-10T00:04:00.000Z	0.120	0.010	0.003361	172.80	70.33	1010000000100000	1
2023-10-10T00:04:00.000Z	0.130	0.010	0.007440	124.29	66.06	1010000000100000	1
2023-10-10T00:04:00.000Z	0.140	0.010	0.004544	183.23	70.61	1010000000100000	1
2023-10-10T00:04:00.000Z	0.150	0.010	0.010256	178.92	76.06	1010000000100000	1
2023-10-10T00:04:00.000Z	0.160	0.010	0.007749	329.28	77.13	1010000000100000	1
2023-10-10T00:04:00.000Z	0.170	0.010	0.004989	220.02	80.25	1010000000100000	1
2023-10-10T00:04:00.000Z	0.180	0.010	0.007644	160.80	72.20	1010000000100000	1
2023-10-10T00:04:00.000Z	0.190	0.010	0.005194	141.25	70.58	1010000000100000	1
2023-10-10T00:04:00.000Z	0.200	0.010	0.005569	147.63	68.79	1010000000100000	1
2023-10-10T00:04:00.000Z	0.210	0.010	0.006391	137.16	68.00	1010000000100000	1
2023-10-10T00:04:00.000Z	0.220	0.010	0.003333	125.30	74.29	1010000000100000	1
2023-10-10T00:04:00.000Z	0.230	0.010	0.005448	118.43	66.94	1010000000100000	1
2023-10-10T00:04:00.000Z	0.240	0.010	0.004402	 90.43	61.20	1010000000100000	1
2023-10-10T00:04:00.000Z	0.250	0.010	0.005231	 96.49	67.21	1010000000100000	1
2023-10-10T00:04:00.000Z	0.260	0.010	0.004772	143.18	74.09	1010000000100000	1
2023-10-10T00:04:00.000Z	0.270	0.010	0.004165	215.80	75.56	1010000000100000	1
2023-10-10T00:04:00.000Z	0.280	0.010	0.004264	142.44	75.31	1010000000100000	1
2023-10-10T00:04:00.000Z	0.290	0.010	0.004977	188.97	68.33	1010000000100000	1
2023-10-10T00:04:00.000Z	0.300	0.010	0.003365	134.07	75.60	1010000000100000	1
2023-10-10T00:04:00.000Z	0.310	0.010	0.004326	101.76	73.75	1010000000100000	1
2023-10-10T00:04:00.000Z	0.320	0.010	0.002416	185.68	75.97	1010000000100000	1
2023-10-10T00:04:00.000Z	0.330	0.010	0.003033	323.77	76.75	1010000000100000	1
2023-10-10T00:04:00.000Z	0.340	0.010	0.004189	144.82	75.04	1010000000100000	1
2023-10-10T00:04:00.000Z	0.350	0.010	0.003595	160.12	68.42	1010000000100000	1
2023-10-10T00:04:00.000Z	0.360	0.010	0.006891	185.34	75.10	1010000000100000	1
2023-10-10T00:04:00.000Z	0.370	0.010	0.006966	210.68	78.98	1010000000100000	1
2023-10-10T00:04:00.000Z	0.380	0.010	0.007430	154.79	75.66	1010000000100000	1
2023-10-10T00:04:00.000Z	0.390	0.010	0.005573	199.78	61.25	1010000000100000	1
2023-10-10T00:04:00.000Z	0.400	0.010	0.003149	220.93	65.04	1010000000100000	1
2023-10-10T00:04:00.000Z	0.410	0.010	0.002141	185.68	65.18	1010000000100000	1
2023-10-10T00:04:00.000Z	0.420	0.010	0.003615	178.24	64.31	1010000000100000	1
2023-10-10T00:04:00.000Z	0.430	0.010	0.003302	189.04	54.54	1010000000100000	1
2023-10-10T00:04:00.000Z	0.440	0.010	0.002541	207.14	57.61	1010000000100000	1
2023-10-10T00:04:00.000Z	0.450	0.010	0.002862	189.83	66.24	1010000000100000	1
2023-10-10T00:04:00.000Z	0.460	0.010	0.004977	204.08	52.55	1010000000100000	1
2023-10-10T00:04:00.000Z	0.470	0.010	0.003907	186.44	60.07	1010000000100000	1
2023-10-10T00:04:00.000Z	0.480	0.010	0.003276	201.34	56.42	1010000000100000	1
2023-10-10T00:04:00.000Z	0.490	0.010	0.003857	235.69	47.37	1010000000100000	1
2023-10-10T00:04:00.000Z	0.500	0.005	0.006653	237.44	43.02	1010000000100000	1
2023-10-10T00:05:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2023-10-10T00:05:00.000Z	0.010	0.010	0.000015	   NaN	  NaN	1010000000100000	1
2023-10-10T00:05:00.000Z	0.020	0.010	0.000087	   NaN	  NaN	1010000000100000	1
2023-10-10T00:05:00.000Z	0.030	0.010	0.000183	204.99	59.10	1010000000100000	1
2023-10-10T00:05:00.000Z	0.040	0.010	0.000409	169.98	69.35	1010000000100000	1
2023-10-10T00:05:00.000Z	0.050	0.010	0.000554	215.67	56.33	1010000000100000	1
2023-10-10T00:05:00.000Z	0.060	0.010	0.000935	181.89	68.28	1010000000100000	1
2023-10-10T00:05:00.000Z	0.070	0.010	0.001110	163.24	64.58	1010000000100000	1
2023-10-10T00:05:00.000Z	0.080	0.010	0.000643	197.91	68.13	1010000000100000	1
2023-10-10T00:05:00.000Z	0.090	0.010	0.000869	177.12	69.48	1010000000100000	1
2023-10-10T00:05:00.000Z	0.100	0.010	0.001345	240.90	69.08	1010000000100000	1
2023-10-10T00:05:00.000Z	0.110	0.010	0.001687	 71.84	76.48	1010000000100000	1
2023-10-10T00:05:00.000Z	0.120	0.010	0.003691	166.29	73.38	1010000000100000	1
2023-10-10T00:05:00.000Z	0.130	0.010	0.005781	110.37	66.34	1010000000100000	1
2023-10-10T00:05:00.000Z	0.140	0.010	0.006295	157.10	70.06	1010000000100000	1
2023-10-10T00:05:00.000Z	0.150	0.010	0.007464	109.48	70.47	1010000000100000	1
2023-10-10T00:05:00.000Z	0.160	0.010	0.007244	  5.35	75.16	1010000000100000	1
2023-10-10T00:05:00.000Z	0.170	0.010	0.004183	261.76	75.01	1010000000100000	1
2023-10-10T00:05:00.000Z	0.180	0.010	0.006047	140.11	70.36	1010000000100000	1
2023-10-10T00:05:00.000Z	0.190	0.010	0.007729	113.87	64.90	1010000000100000	1
2023-10-10T00:05:00.000Z	0.200	0.010	0.007385	126.31	70.49	1010000000100000	1
2023-10-10T00:05:00.000Z	0.210	0.010	0.006144	153.22	64.80	1010000000100000	1
2023-10-10T00:05:00.000Z	0.220	0.010	0.007949	119.81	65.80	1010000000100000	1
2023-10-10T00:05:00.000Z	0.230	0.010	0.007637	111.40	64.89	1010000000100000	1
2023-10-10T00:05:00.000Z	0.240	0.010	0.005350	 96.04	61.41	1010000000100000	1
2023-10-10T00:05:00.000Z	0.250	0.010	0.004071	103.55	69.40	1010000000100000	1
2023-10-10T00:05:00.000Z	0.260	0.010	0.003159	141.48	78.40	1010000000100000	1
2023-10-10T00:05:00.000Z	0.270	0.010	0.003107	237.17	75.20	1010000000100000	1
2023-10-10T00:05:00.000Z	0.280	0.010	0.003174	192.29	74.77	1010000000100000	1
2023-10-10T00:05:00.000Z	0.290	0.010	0.003263	173.04	68.73	1010000000100000	1
2023-10-10T00:05:00.000Z	0.300	0.010	0.002750	219.60	72.13	1010000000100000	1
2023-10-10T00:05:00.000Z	0.310	0.010	0.002196	135.94	73.07	1010000000100000	1
2023-10-10T00:05:00.000Z	0.320	0.010	0.001742	146.49	75.71	1010000000100000	1
2023-10-10T00:05:00.000Z	0.330	0.010	0.002727	 73.34	71.72	1010000000100000	1
2023-10-10T00:05:00.000Z	0.340	0.010	0.003857	120.09	70.05	1010000000100000	1
2023-10-10T00:05:00.000Z	0.350	0.010	0.003104	191.06	67.79	1010000000100000	1
2023-10-10T00:05:00.000Z	0.360	0.010	0.005145	220.75	73.72	1010000000100000	1
2023-10-10T00:05:00.000Z	0.370	0.010	0.006665	113.19	75.70	1010000000100000	1
