Time	FREQUENCY [Hz]	DELTA_FREQUENCY [Hz]	VSPEC1D [m2 s]	THETA1 [degree]	STHETA1 [degree]	DQF [-]	FQF [-]
2024-11-16T00:00:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2024-11-16T00:00:00.000Z	0.010	0.010	0.002066	   NaN	  NaN	1010000000100000	1
2024-11-16T00:00:00.000Z	0.020	0.010	0.007505	   NaN	  NaN	1010000000100000	1
2024-11-16T00:00:00.000Z	0.030	0.010	0.014404	102.40	80.63	1010000000100000	1
2024-11-16T00:00:00.000Z	0.040	0.010	0.013660	 29.73	77.66	1010000000100000	1
2024-11-16T00:00:00.000Z	0.050	0.010	0.065846	106.93	74.41	1010000000100000	1
2024-11-16T00:00:00.000Z	0.060	0.010	0.511174	 25.07	76.56	1010000000100000	1
2024-11-16T00:00:00.000Z	0.070	0.010	0.721845	354.32	54.36	1010000000100000	1
2024-11-16T00:00:00.000Z	0.080	0.010	0.486895	350.15	51.04	1010000000100000	1
2024-11-16T00:00:00.000Z	0.090	0.010	0.428906	339.81	48.36	1010000000100000	1
2024-11-16T00:00:00.000Z	0.100	0.010	0.335917	335.52	46.30	1010000000100000	1
2024-11-16T00:00:00.000Z	0.110	0.010	0.426201	347.53	49.73	1010000000100000	1
2024-11-16T00:00:00.000Z	0.120	0.010	1.156194	310.79	42.21	1010000000100000	1
2024-11-16T00:00:00.000Z	0.130	0.010	1.603438	292.99	33.16	1010000000100000	1
2024-11-16T00:00:00.000Z	0.140	0.010	7.535277	275.38	27.38	1010000000100000	1
2024-11-16T00:00:00.000Z	0.150	0.010	6.479060	268.36	32.60	1010000000100000	1
2024-11-16T00:00:00.000Z	0.160	0.010	4.660222	274.59	28.55	1010000000100000	1
2024-11-16T00:00:00.000Z	0.170	0.010	3.329841	267.25	34.34	1010000000100000	1
2024-11-16T00:00:00.000Z	0.180	0.010	3.466611	258.72	32.07	1010000000100000	1
2024-11-16T00:00:00.000Z	0.190	0.010	1.826827	258.51	31.12	1010000000100000	1
2024-11-16T00:00:00.000Z	0.200	0.010	1.245408	246.31	31.97	1010000000100000	1
2024-11-16T00:00:00.000Z	0.210	0.010	1.256319	262.92	38.59	1010000000100000	1
2024-11-16T00:00:00.000Z	0.220	0.010	0.642571	258.37	43.38	1010000000100000	1
2024-11-16T00:00:00.000Z	0.230	0.010	0.438546	261.40	47.86	1010000000100000	1
2024-11-16T00:00:00.000Z	0.240	0.010	0.539857	259.03	41.79	1010000000100000	1
2024-11-16T00:00:00.000Z	0.250	0.010	0.436048	245.97	42.99	1010000000100000	1
2024-11-16T00:00:00.000Z	0.260	0.010	0.473833	252.65	44.68	1010000000100000	1
2024-11-16T00:00:00.000Z	0.270	0.010	0.362838	248.41	44.63	1010000000100000	1
2024-11-16T00:00:00.000Z	0.280	0.010	0.468239	250.85	40.04	1010000000100000	1
2024-11-16T00:00:00.000Z	0.290	0.010	0.526233	249.17	42.28	1010000000100000	1
2024-11-16T00:00:00.000Z	0.300	0.010	0.260095	246.78	48.52	1010000000100000	1
2024-11-16T00:00:00.000Z	0.310	0.010	0.186138	227.98	53.17	1010000000100000	1
2024-11-16T00:00:00.000Z	0.320	0.010	0.158186	237.69	49.73	1010000000100000	1
2024-11-16T00:00:00.000Z	0.330	0.010	0.211900	239.94	44.25	1010000000100000	1
2024-11-16T00:00:00.000Z	0.340	0.010	0.140195	233.85	47.99	1010000000100000	1
2024-11-16T00:00:00.000Z	0.350	0.010	0.094313	241.06	50.06	1010000000100000	1
2024-11-16T00:00:00.000Z	0.360	0.010	0.081051	232.33	54.94	1010000000100000	1
2024-11-16T00:00:00.000Z	0.370	0.010	0.115168	247.69	59.38	1010000000100000	1
2024-11-16T00:00:00.000Z	0.380	0.010	0.107905	231.42	51.66	1010000000100000	1
2024-11-16T00:00:00.000Z	0.390	0.010	0.117151	210.30	50.82	1010000000100000	1
2024-11-16T00:00:00.000Z	0.400	0.010	0.058198	241.79	65.38	1010000000100000	1
2024-11-16T00:00:00.000Z	0.410	0.010	0.087138	223.52	63.99	1010000000100000	1
2024-11-16T00:00:00.000Z	0.420	0.010	0.051864	216.13	66.24	1010000000100000	1
2024-11-16T00:00:00.000Z	0.430	0.010	0.035523	199.12	75.26	1010000000100000	1
2024-11-16T00:00:00.000Z	0.440	0.010	0.022326	164.19	77.41	1010000000100000	1
2024-11-16T00:00:00.000Z	0.450	0.010	0.038121	232.58	76.22	1010000000100000	1
2024-11-16T00:00:00.000Z	0.460	0.010	0.021593	139.03	75.83	1010000000100000	1
2024-11-16T00:00:00.000Z	0.470	0.010	0.040904	 68.49	73.00	1010000000100000	1
2024-11-16T00:00:00.000Z	0.480	0.010	0.028314	119.08	70.71	1010000000100000	1
2024-11-16T00:00:00.000Z	0.490	0.010	0.021227	103.05	70.47	1010000000100000	1
2024-11-16T00:00:00.000Z	0.500	0.005	0.016078	144.22	72.06	1010000000100000	1
2024-11-16T00:01:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2024-11-16T00:01:00.000Z	0.010	0.010	0.000464	   NaN	  NaN	1010000000100000	1
2024-11-16T00:01:00.000Z	0.020	0.010	0.007001	   NaN	  NaN	1010000000100000	1
2024-11-16T00:01:00.000Z	0.030	0.010	0.017438	176.39	68.89	1010000000100000	1
2024-11-16T00:01:00.000Z	0.040	0.010	0.021100	 37.86	75.01	1010000000100000	1
2024-11-16T00:01:00.000Z	0.050	0.010	0.037733	 25.91	76.32	1010000000100000	1
2024-11-16T00:01:00.000Z	0.060	0.010	0.411419	 70.60	73.04	1010000000100000	1
2024-11-16T00:01:00.000Z	0.070	0.010	0.726625	348.85	56.42	1010000000100000	1
2024-11-16T00:01:00.000Z	0.080	0.010	0.438453	346.99	52.16	1010000000100000	1
2024-11-16T00:01:00.000Z	0.090	0.010	0.432650	335.70	50.42	1010000000100000	1
2024-11-16T00:01:00.000Z	0.100	0.010	0.392940	339.10	45.28	1010000000100000	1
2024-11-16T00:01:00.000Z	0.110	0.010	0.490262	336.39	48.79	1010000000100000	1
2024-11-16T00:01:00.000Z	0.120	0.010	0.963809	308.44	38.11	1010000000100000	1
2024-11-16T00:01:00.000Z	0.130	0.010	2.550030	289.40	28.50	1010000000100000	1
2024-11-16T00:01:00.000Z	0.140	0.010	7.521060	278.65	30.60	1010000000100000	1
2024-11-16T00:01:00.000Z	0.150	0.010	4.855911	274.58	35.59	1010000000100000	1
2024-11-16T00:01:00.000Z	0.160	0.010	4.512694	270.09	28.95	1010000000100000	1
2024-11-16T00:01:00.000Z	0.170	0.010	4.547034	262.35	30.55	1010000000100000	1
2024-11-16T00:01:00.000Z	0.180	0.010	3.200219	255.02	35.72	1010000000100000	1
2024-11-16T00:01:00.000Z	0.190	0.010	1.386913	260.87	34.02	1010000000100000	1
2024-11-16T00:01:00.000Z	0.200	0.010	1.058494	247.98	37.66	1010000000100000	1
2024-11-16T00:01:00.000Z	0.210	0.010	1.134091	260.47	35.95	1010000000100000	1
2024-11-16T00:01:00.000Z	0.220	0.010	0.628225	256.58	42.94	1010000000100000	1
2024-11-16T00:01:00.000Z	0.230	0.010	0.462552	261.43	44.34	1010000000100000	1
2024-11-16T00:01:00.000Z	0.240	0.010	0.538786	249.45	44.23	1010000000100000	1
2024-11-16T00:01:00.000Z	0.250	0.010	0.457830	247.31	44.49	1010000000100000	1
2024-11-16T00:01:00.000Z	0.260	0.010	0.517441	254.96	41.65	1010000000100000	1
2024-11-16T00:01:00.000Z	0.270	0.010	0.354717	250.52	49.49	1010000000100000	1
2024-11-16T00:01:00.000Z	0.280	0.010	0.303347	250.18	42.18	1010000000100000	1
2024-11-16T00:01:00.000Z	0.290	0.010	0.392350	260.31	42.72	1010000000100000	1
2024-11-16T00:01:00.000Z	0.300	0.010	0.304177	240.84	47.24	1010000000100000	1
2024-11-16T00:01:00.000Z	0.310	0.010	0.171048	234.69	47.76	1010000000100000	1
2024-11-16T00:01:00.000Z	0.320	0.010	0.165000	224.80	55.83	1010000000100000	1
2024-11-16T00:01:00.000Z	0.330	0.010	0.256288	238.33	41.72	1010000000100000	1
2024-11-16T00:01:00.000Z	0.340	0.010	0.102069	225.03	55.99	1010000000100000	1
2024-11-16T00:01:00.000Z	0.350	0.010	0.098807	234.01	48.07	1010000000100000	1
2024-11-16T00:01:00.000Z	0.360	0.010	0.076055	254.75	56.92	1010000000100000	1
2024-11-16T00:01:00.000Z	0.370	0.010	0.129267	242.84	49.53	1010000000100000	1
2024-11-16T00:01:00.000Z	0.380	0.010	0.061432	244.65	58.05	1010000000100000	1
2024-11-16T00:01:00.000Z	0.390	0.010	0.090975	196.30	54.82	1010000000100000	1
2024-11-16T00:01:00.000Z	0.400	0.010	0.063755	241.00	61.52	1010000000100000	1
2024-11-16T00:01:00.000Z	0.410	0.010	0.057889	197.18	68.13	1010000000100000	1
2024-11-16T00:01:00.000Z	0.420	0.010	0.055416	206.39	64.10	1010000000100000	1
2024-11-16T00:01:00.000Z	0.430	0.010	0.034805	177.81	71.93	1010000000100000	1
2024-11-16T00:01:00.000Z	0.440	0.010	0.025603	323.73	69.55	1010000000100000	1
2024-11-16T00:01:00.000Z	0.450	0.010	0.042610	254.25	74.22	1010000000100000	1
2024-11-16T00:01:00.000Z	0.460	0.010	0.041963	318.53	78.53	1010000000100000	1
2024-11-16T00:01:00.000Z	0.470	0.010	0.047017	 64.10	73.15	1010000000100000	1
2024-11-16T00:01:00.000Z	0.480	0.010	0.028472	 99.30	71.80	1010000000100000	1
2024-11-16T00:01:00.000Z	0.490	0.010	0.025287	102.15	70.66	1010000000100000	1
2024-11-16T00:01:00.000Z	0.500	0.005	0.012372	117.68	72.55	1010000000100000	1
2024-11-16T00:02:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2024-11-16T00:02:00.000Z	0.010	0.010	0.001329	   NaN	  NaN	1010000000100000	1
2024-11-16T00:02:00.000Z	0.020	0.010	0.005118	   NaN	  NaN	1010000000100000	1
2024-11-16T00:02:00.000Z	0.030	0.010	0.014555	205.80	76.52	1010000000100000	1
2024-11-16T00:02:00.000Z	0.040	0.010	0.014702	351.94	73.46	1010000000100000	1
2024-11-16T00:02:00.000Z	0.050	0.010	0.047982	318.30	73.46	1010000000100000	1
2024-11-16T00:02:00.000Z	0.060	0.010	0.535703	 13.68	70.50	1010000000100000	1
2024-11-16T00:02:00.000Z	0.070	0.010	0.859548	352.48	58.97	1010000000100000	1
2024-11-16T00:02:00.000Z	0.080	0.010	0.437943	349.89	54.78	1010000000100000	1
2024-11-16T00:02:00.000Z	0.090	0.010	0.312688	346.40	61.92	1010000000100000	1
2024-11-16T00:02:00.000Z	0.100	0.010	0.356441	333.67	44.65	1010000000100000	1
2024-11-16T00:02:00.000Z	0.110	0.010	0.345855	330.02	49.13	1010000000100000	1
2024-11-16T00:02:00.000Z	0.120	0.010	1.061981	311.70	47.33	1010000000100000	1
2024-11-16T00:02:00.000Z	0.130	0.010	2.792747	287.47	31.55	1010000000100000	1
2024-11-16T00:02:00.000Z	0.140	0.010	5.950246	283.63	26.37	1010000000100000	1
2024-11-16T00:02:00.000Z	0.150	0.010	5.967762	272.86	32.26	1010000000100000	1
2024-11-16T00:02:00.000Z	0.160	0.010	5.258131	268.42	28.15	1010000000100000	1
2024-11-16T00:02:00.000Z	0.170	0.010	4.585595	258.76	26.77	1010000000100000	1
2024-11-16T00:02:00.000Z	0.180	0.010	2.879626	266.15	35.06	1010000000100000	1
2024-11-16T00:02:00.000Z	0.190	0.010	1.919484	255.86	31.43	1010000000100000	1
2024-11-16T00:02:00.000Z	0.200	0.010	0.931391	242.36	35.89	1010000000100000	1
2024-11-16T00:02:00.000Z	0.210	0.010	1.008271	253.11	39.20	1010000000100000	1
2024-11-16T00:02:00.000Z	0.220	0.010	0.656366	265.22	41.26	1010000000100000	1
2024-11-16T00:02:00.000Z	0.230	0.010	0.624036	263.52	44.00	1010000000100000	1
2024-11-16T00:02:00.000Z	0.240	0.010	0.481321	252.02	48.08	1010000000100000	1
2024-11-16T00:02:00.000Z	0.250	0.010	0.527821	253.54	43.61	1010000000100000	1
2024-11-16T00:02:00.000Z	0.260	0.010	0.400677	260.52	42.03	1010000000100000	1
2024-11-16T00:02:00.000Z	0.270	0.010	0.320739	248.06	45.06	1010000000100000	1
2024-11-16T00:02:00.000Z	0.280	0.010	0.219776	253.00	47.30	1010000000100000	1
2024-11-16T00:02:00.000Z	0.290	0.010	0.439462	253.85	40.93	1010000000100000	1
2024-11-16T00:02:00.000Z	0.300	0.010	0.236269	255.85	51.77	1010000000100000	1
2024-11-16T00:02:00.000Z	0.310	0.010	0.158462	230.18	50.07	1010000000100000	1
2024-11-16T00:02:00.000Z	0.320	0.010	0.203540	237.78	47.47	1010000000100000	1
2024-11-16T00:02:00.000Z	0.330	0.010	0.257786	240.19	43.53	1010000000100000	1
2024-11-16T00:02:00.000Z	0.340	0.010	0.106154	222.12	49.87	1010000000100000	1
2024-11-16T00:02:00.000Z	0.350	0.010	0.124365	231.93	53.57	1010000000100000	1
2024-11-16T00:02:00.000Z	0.360	0.010	0.047686	256.05	53.57	1010000000100000	1
2024-11-16T00:02:00.000Z	0.370	0.010	0.133718	247.19	50.94	1010000000100000	1
2024-11-16T00:02:00.000Z	0.380	0.010	0.104965	235.80	52.40	1010000000100000	1
2024-11-16T00:02:00.000Z	0.390	0.010	0.123277	213.69	50.17	1010000000100000	1
2024-11-16T00:02:00.000Z	0.400	0.010	0.047533	215.94	65.74	1010000000100000	1
2024-11-16T00:02:00.000Z	0.410	0.010	0.070119	242.41	70.26	1010000000100000	1
2024-11-16T00:02:00.000Z	0.420	0.010	0.041180	193.21	71.05	1010000000100000	1
2024-11-16T00:02:00.000Z	0.430	0.010	0.035082	182.04	67.24	1010000000100000	1
2024-11-16T00:02:00.000Z	0.440	0.010	0.041663	112.52	74.82	1010000000100000	1
2024-11-16T00:02:00.000Z	0.450	0.010	0.034832	153.24	77.76	1010000000100000	1
2024-11-16T00:02:00.000Z	0.460	0.010	0.047331	 16.08	79.06	1010000000100000	1
2024-11-16T00:02:00.000Z	0.470	0.010	0.043533	 73.82	70.45	1010000000100000	1
2024-11-16T00:02:00.000Z	0.480	0.010	0.027919	121.40	70.59	1010000000100000	1
2024-11-16T00:02:00.000Z	0.490	0.010	0.028147	117.82	73.15	1010000000100000	1
2024-11-16T00:02:00.000Z	0.500	0.005	0.009478	143.61	69.64	1010000000100000	1
2024-11-16T00:03:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2024-11-16T00:03:00.000Z	0.010	0.010	0.000420	   NaN	  NaN	1010000000100000	1
2024-11-16T00:03:00.000Z	0.020	0.010	0.003997	   NaN	  NaN	1010000000100000	1
2024-11-16T00:03:00.000Z	0.030	0.010	0.014063	199.08	76.61	1010000000100000	1
2024-11-16T00:03:00.000Z	0.040	0.010	0.013696	 49.73	75.24	1010000000100000	1
2024-11-16T00:03:00.000Z	0.050	0.010	0.051521	352.34	74.34	1010000000100000	1
2024-11-16T00:03:00.000Z	0.060	0.010	0.443778	325.39	73.99	1010000000100000	1
2024-11-16T00:03:00.000Z	0.070	0.010	0.755037	343.67	49.70	1010000000100000	1
2024-11-16T00:03:00.000Z	0.080	0.010	0.528321	344.44	52.41	1010000000100000	1
2024-11-16T00:03:00.000Z	0.090	0.010	0.402945	342.59	43.76	1010000000100000	1
2024-11-16T00:03:00.000Z	0.100	0.010	0.265711	333.85	52.88	1010000000100000	1
2024-11-16T00:03:00.000Z	0.110	0.010	0.380783	338.12	49.54	1010000000100000	1
2024-11-16T00:03:00.000Z	0.120	0.010	1.109578	311.08	40.69	1010000000100000	1
2024-11-16T00:03:00.000Z	0.130	0.010	1.760413	296.80	31.40	1010000000100000	1
2024-11-16T00:03:00.000Z	0.140	0.010	7.480502	277.31	25.52	1010000000100000	1
2024-11-16T00:03:00.000Z	0.150	0.010	6.848075	275.93	35.29	1010000000100000	1
2024-11-16T00:03:00.000Z	0.160	0.010	4.616599	272.06	27.06	1010000000100000	1
2024-11-16T00:03:00.000Z	0.170	0.010	3.009306	264.13	35.92	1010000000100000	1
2024-11-16T00:03:00.000Z	0.180	0.010	2.897400	264.69	35.36	1010000000100000	1
2024-11-16T00:03:00.000Z	0.190	0.010	1.633144	260.40	34.45	1010000000100000	1
2024-11-16T00:03:00.000Z	0.200	0.010	1.015677	245.37	36.69	1010000000100000	1
2024-11-16T00:03:00.000Z	0.210	0.010	0.987414	261.50	38.64	1010000000100000	1
2024-11-16T00:03:00.000Z	0.220	0.010	0.748238	266.11	37.64	1010000000100000	1
2024-11-16T00:03:00.000Z	0.230	0.010	0.542692	272.06	40.34	1010000000100000	1
2024-11-16T00:03:00.000Z	0.240	0.010	0.482140	253.99	40.59	1010000000100000	1
2024-11-16T00:03:00.000Z	0.250	0.010	0.427492	243.58	44.98	1010000000100000	1
2024-11-16T00:03:00.000Z	0.260	0.010	0.459270	263.42	47.37	1010000000100000	1
2024-11-16T00:03:00.000Z	0.270	0.010	0.450965	248.36	39.13	1010000000100000	1
2024-11-16T00:03:00.000Z	0.280	0.010	0.327767	256.99	40.50	1010000000100000	1
2024-11-16T00:03:00.000Z	0.290	0.010	0.443666	246.97	43.99	1010000000100000	1
2024-11-16T00:03:00.000Z	0.300	0.010	0.193728	247.31	46.88	1010000000100000	1
2024-11-16T00:03:00.000Z	0.310	0.010	0.162107	224.19	51.28	1010000000100000	1
2024-11-16T00:03:00.000Z	0.320	0.010	0.190815	230.07	47.62	1010000000100000	1
2024-11-16T00:03:00.000Z	0.330	0.010	0.262574	239.80	42.34	1010000000100000	1
2024-11-16T00:03:00.000Z	0.340	0.010	0.140822	226.28	49.67	1010000000100000	1
2024-11-16T00:03:00.000Z	0.350	0.010	0.058471	235.09	57.70	1010000000100000	1
2024-11-16T00:03:00.000Z	0.360	0.010	0.087033	247.52	61.84	1010000000100000	1
2024-11-16T00:03:00.000Z	0.370	0.010	0.102235	237.29	55.37	1010000000100000	1
2024-11-16T00:03:00.000Z	0.380	0.010	0.124081	236.99	51.92	1010000000100000	1
2024-11-16T00:03:00.000Z	0.390	0.010	0.093281	213.47	56.21	1010000000100000	1
2024-11-16T00:03:00.000Z	0.400	0.010	0.054959	250.11	56.60	1010000000100000	1
2024-11-16T00:03:00.000Z	0.410	0.010	0.062026	209.69	68.61	1010000000100000	1
2024-11-16T00:03:00.000Z	0.420	0.010	0.052190	206.44	66.20	1010000000100000	1
2024-11-16T00:03:00.000Z	0.430	0.010	0.032408	201.31	73.47	1010000000100000	1
2024-11-16T00:03:00.000Z	0.440	0.010	0.031057	123.81	73.06	1010000000100000	1
2024-11-16T00:03:00.000Z	0.450	0.010	0.037519	119.80	77.30	1010000000100000	1
2024-11-16T00:03:00.000Z	0.460	0.010	0.031110	100.21	75.54	1010000000100000	1
2024-11-16T00:03:00.000Z	0.470	0.010	0.044071	  5.80	69.88	1010000000100000	1
2024-11-16T00:03:00.000Z	0.480	0.010	0.023165	138.08	75.40	1010000000100000	1
2024-11-16T00:03:00.000Z	0.490	0.010	0.018153	109.48	71.80	1010000000100000	1
2024-11-16T00:03:00.000Z	0.500	0.005	0.013410	145.44	76.94	1010000000100000	1
2024-11-16T00:04:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2024-11-16T00:04:00.000Z	0.010	0.010	0.000330	   NaN	  NaN	1010000000100000	1
2024-11-16T00:04:00.000Z	0.020	0.010	0.006598	   NaN	  NaN	1010000000100000	1
2024-11-16T00:04:00.000Z	0.030	0.010	0.015320	113.10	76.93	1010000000100000	1
2024-11-16T00:04:00.000Z	0.040	0.010	0.013986	190.19	79.66	1010000000100000	1
2024-11-16T00:04:00.000Z	0.050	0.010	0.071002	357.67	70.76	1010000000100000	1
2024-11-16T00:04:00.000Z	0.060	0.010	0.330443	353.15	76.80	1010000000100000	1
2024-11-16T00:04:00.000Z	0.070	0.010	0.663532	348.75	55.73	1010000000100000	1
2024-11-16T00:04:00.000Z	0.080	0.010	0.443370	340.81	54.91	1010000000100000	1
2024-11-16T00:04:00.000Z	0.090	0.010	0.395748	336.12	46.36	1010000000100000	1
2024-11-16T00:04:00.000Z	0.100	0.010	0.273712	342.10	56.93	1010000000100000	1
2024-11-16T00:04:00.000Z	0.110	0.010	0.416397	333.27	47.35	1010000000100000	1
2024-11-16T00:04:00.000Z	0.120	0.010	0.858318	314.02	44.79	1010000000100000	1
2024-11-16T00:04:00.000Z	0.130	0.010	1.434061	294.60	31.78	1010000000100000	1
2024-11-16T00:04:00.000Z	0.140	0.010	7.618994	278.04	26.30	1010000000100000	1
2024-11-16T00:04:00.000Z	0.150	0.010	6.562477	275.94	35.27	1010000000100000	1
2024-11-16T00:04:00.000Z	0.160	0.010	3.508780	275.22	32.35	1010000000100000	1
2024-11-16T00:04:00.000Z	0.170	0.010	3.138520	263.96	34.98	1010000000100000	1
2024-11-16T00:04:00.000Z	0.180	0.010	2.600541	262.10	36.97	1010000000100000	1
2024-11-16T00:04:00.000Z	0.190	0.010	1.549562	258.40	33.24	1010000000100000	1
2024-11-16T00:04:00.000Z	0.200	0.010	0.977240	257.46	39.86	1010000000100000	1
2024-11-16T00:04:00.000Z	0.210	0.010	1.123957	264.51	30.63	1010000000100000	1
2024-11-16T00:04:00.000Z	0.220	0.010	0.838177	265.22	41.35	1010000000100000	1
2024-11-16T00:04:00.000Z	0.230	0.010	0.794940	260.77	40.10	1010000000100000	1
2024-11-16T00:04:00.000Z	0.240	0.010	0.632222	246.06	40.45	1010000000100000	1
2024-11-16T00:04:00.000Z	0.250	0.010	0.474476	246.09	45.76	1010000000100000	1
2024-11-16T00:04:00.000Z	0.260	0.010	0.415595	256.60	45.70	1010000000100000	1
2024-11-16T00:04:00.000Z	0.270	0.010	0.343793	255.44	43.63	1010000000100000	1
2024-11-16T00:04:00.000Z	0.280	0.010	0.347451	249.94	41.90	1010000000100000	1
2024-11-16T00:04:00.000Z	0.290	0.010	0.394283	255.00	38.74	1010000000100000	1
2024-11-16T00:04:00.000Z	0.300	0.010	0.265423	247.44	48.45	1010000000100000	1
2024-11-16T00:04:00.000Z	0.310	0.010	0.185667	229.38	45.37	1010000000100000	1
2024-11-16T00:04:00.000Z	0.320	0.010	0.153798	235.96	51.10	1010000000100000	1
2024-11-16T00:04:00.000Z	0.330	0.010	0.282656	232.66	39.29	1010000000100000	1
2024-11-16T00:04:00.000Z	0.340	0.010	0.132070	230.96	55.68	1010000000100000	1
2024-11-16T00:04:00.000Z	0.350	0.010	0.109499	232.11	55.21	1010000000100000	1
2024-11-16T00:04:00.000Z	0.360	0.010	0.073931	240.57	59.03	1010000000100000	1
2024-11-16T00:04:00.000Z	0.370	0.010	0.097289	241.74	50.23	1010000000100000	1
2024-11-16T00:04:00.000Z	0.380	0.010	0.095227	236.48	58.13	1010000000100000	1
2024-11-16T00:04:00.000Z	0.390	0.010	0.091698	218.70	58.84	1010000000100000	1
2024-11-16T00:04:00.000Z	0.400	0.010	0.075237	242.81	58.97	1010000000100000	1
2024-11-16T00:04:00.000Z	0.410	0.010	0.067911	186.97	63.79	1010000000100000	1
2024-11-16T00:04:00.000Z	0.420	0.010	0.045089	214.74	67.52	1010000000100000	1
2024-11-16T00:04:00.000Z	0.430	0.010	0.033291	198.93	73.63	1010000000100000	1
2024-11-16T00:04:00.000Z	0.440	0.010	0.023043	 68.67	78.96	1010000000100000	1
2024-11-16T00:04:00.000Z	0.450	0.010	0.046807	168.94	75.52	1010000000100000	1
2024-11-16T00:04:00.000Z	0.460	0.010	0.039314	 58.50	78.65	1010000000100000	1
2024-11-16T00:04:00.000Z	0.470	0.010	0.045801	 50.13	76.86	1010000000100000	1
2024-11-16T00:04:00.000Z	0.480	0.010	0.026708	 88.24	72.95	1010000000100000	1
2024-11-16T00:04:00.000Z	0.490	0.010	0.021605	107.84	71.31	1010000000100000	1
2024-11-16T00:04:00.000Z	0.500	0.005	0.010866	115.37	73.44	1010000000100000	1
2024-11-16T00:05:00.000Z	0.000	0.005	0.000000	   NaN	  NaN	1010000000100000	1
2024-11-16T00:05:00.000Z	0.010	0.010	0.000491	   NaN	  NaN	1010000000100000	1
2024-11-16T00:05:00.000Z	0.020	0.010	0.004428	   NaN	  NaN	1010000000100000	1
2024-11-16T00:05:00.000Z	0.030	0.010	0.008516	  7.20	79.10	1010000000100000	1
2024-11-16T00:05:00.000Z	0.040	0.010	0.013183	358.80	67.90	1010000000100000	1
2024-11-16T00:05:00.000Z	0.050	0.010	0.053748	291.87	79.52	1010000000100000	1
2024-11-16T00:05:00.000Z	0.060	0.010	0.361285	354.54	74.70	1010000000100000	1
2024-11-16T00:05:00.000Z	0.070	0.010	0.679388	358.83	63.59	1010000000100000	1
2024-11-16T00:05:00.000Z	0.080	0.010	0.536985	341.89	49.36	1010000000100000	1
2024-11-16T00:05:00.000Z	0.090	0.010	0.303498	  4.09	59.06	1010000000100000	1
2024-11-16T00:05:00.000Z	0.100	0.010	0.317778	333.69	46.10	1010000000100000	1
2024-11-16T00:05:00.000Z	0.110	0.010	0.272570	330.32	56.65	1010000000100000	1
2024-11-16T00:05:00.000Z	0.120	0.010	0.797670	307.80	47.59	1010000000100000	1
2024-11-16T00:05:00.000Z	0.130	0.010	2.302762	284.15	32.33	1010000000100000	1
2024-11-16T00:05:00.000Z	0.140	0.010	5.119989	281.89	29.82	1010000000100000	1
2024-11-16T00:05:00.000Z	0.150	0.010	5.613090	278.47	32.68	1010000000100000	1
2024-11-16T00:05:00.000Z	0.160	0.010	5.403847	276.11	26.88	1010000000100000	1
2024-11-16T00:05:00.000Z	0.170	0.010	3.753277	264.44	28.81	1010000000100000	1
2024-11-16T00:05:00.000Z	0.180	0.010	2.132094	271.03	39.76	1010000000100000	1
2024-11-16T00:05:00.000Z	0.190	0.010	1.265432	260.95	39.00	1010000000100000	1
2024-11-16T00:05:00.000Z	0.200	0.010	0.753354	253.98	42.28	1010000000100000	1
2024-11-16T00:05:00.000Z	0.210	0.010	1.542446	259.96	33.97	1010000000100000	1
2024-11-16T00:05:00.000Z	0.220	0.010	1.288777	261.97	31.38	1010000000100000	1
2024-11-16T00:05:00.000Z	0.230	0.010	0.695841	268.98	39.50	1010000000100000	1
2024-11-16T00:05:00.000Z	0.240	0.010	0.505013	244.30	40.92	1010000000100000	1
2024-11-16T00:05:00.000Z	0.250	0.010	0.477373	246.25	49.64	1010000000100000	1
2024-11-16T00:05:00.000Z	0.260	0.010	0.580242	253.32	43.41	1010000000100000	1
2024-11-16T00:05:00.000Z	0.270	0.010	0.401083	249.55	40.29	1010000000100000	1
2024-11-16T00:05:00.000Z	0.280	0.010	0.240134	253.49	44.75	1010000000100000	1
2024-11-16T00:05:00.000Z	0.290	0.010	0.428989	255.68	41.82	1010000000100000	1
2024-11-16T00:05:00.000Z	0.300	0.010	0.230772	247.92	47.31	1010000000100000	1
2024-11-16T00:05:00.000Z	0.310	0.010	0.137425	239.40	51.25	1010000000100000	1
2024-11-16T00:05:00.000Z	0.320	0.010	0.240026	231.14	42.62	1010000000100000	1
2024-11-16T00:05:00.000Z	0.330	0.010	0.281086	237.20	43.25	1010000000100000	1
2024-11-16T00:05:00.000Z	0.340	0.010	0.131335	230.12	54.51	1010000000100000	1
2024-11-16T00:05:00.000Z	0.350	0.010	0.101256	228.20	56.41	1010000000100000	1
2024-11-16T00:05:00.000Z	0.360	0.010	0.060450	264.16	65.17	1010000000100000	1
2024-11-16T00:05:00.000Z	0.370	0.010	0.103720	237.32	55.48	1010000000100000	1
2024-11-16T00:05:00.000Z	0.380	0.010	0.116876	246.00	56.35	1010000000100000	1
