Time	heave [m]	DQF [-]	FQF [-]
2024-11-16T00:16:14.236Z	-0.3334	1011111110000000	1
2024-11-16T00:16:14.626Z	-0.5726	1011111110000000	1
2024-11-16T00:16:15.016Z	-0.6007	1011111110000000	1
2024-11-16T00:16:15.406Z	-0.4835	1011111110000000	1
2024-11-16T00:16:15.797Z	-0.1311	1011111110000000	1
2024-11-16T00:16:16.187Z	 0.2698	1011111110000000	1
2024-11-16T00:16:16.577Z	 0.8403	1011111110000000	1
2024-11-16T00:16:16.967Z	 1.2515	1011111110000000	1
2024-11-16T00:16:17.357Z	 1.5093	1011111110000000	1
2024-11-16T00:16:17.747Z	 1.4982	1011111110000000	1
2024-11-16T00:16:18.137Z	 1.4505	1011111110000000	1
2024-11-16T00:16:18.527Z	 1.7334	1011111110000000	1
2024-11-16T00:16:18.917Z	 0.6602	1011111110000000	1
2024-11-16T00:16:19.307Z	-0.7890	1011111110000000	1
2024-11-16T00:16:19.697Z	-1.3610	1011111110000000	1
2024-11-16T00:16:20.087Z	-1.6046	1011111110000000	1
2024-11-16T00:16:20.477Z	-1.2254	1011111110000000	1
2024-11-16T00:16:20.867Z	-1.0500	1011111110000000	1
2024-11-16T00:16:21.257Z	-0.6322	1011111110000000	1
2024-11-16T00:16:21.647Z	-0.3592	1011111110000000	1
2024-11-16T00:16:22.037Z	 0.1496	1011111110000000	1
2024-11-16T00:16:22.427Z	 0.4516	1011111110000000	1
2024-11-16T00:16:22.817Z	 0.9826	1011111110000000	1
2024-11-16T00:16:23.207Z	 1.0243	1011111110000000	1
2024-11-16T00:16:23.597Z	 0.9219	1011111110000000	1
2024-11-16T00:16:23.987Z	 0.6071	1011111110000000	1
2024-11-16T00:16:24.377Z	 0.5899	1011111110000000	1
2024-11-16T00:16:24.767Z	 0.4254	1011111110000000	1
2024-11-16T00:16:25.157Z	 0.0600	1011111110000000	1
2024-11-16T00:16:25.547Z	-0.2795	1011111110000000	1
2024-11-16T00:16:25.937Z	-0.3574	1011111110000000	1
2024-11-16T00:16:26.327Z	-0.3497	1011111110000000	1
2024-11-16T00:16:26.717Z	-0.1625	1011111110000000	1
2024-11-16T00:16:27.107Z	-0.1838	1011111110000000	1
2024-11-16T00:16:27.497Z	-0.2796	1011111110000000	1
2024-11-16T00:16:27.887Z	-0.2067	1011111110000000	1
2024-11-16T00:16:28.277Z	-0.0951	1011111110000000	1
2024-11-16T00:16:28.667Z	-0.0112	1011111110000000	1
2024-11-16T00:16:29.057Z	-0.0404	1011111110000000	1
2024-11-16T00:16:29.447Z	-0.0957	1011111110000000	1
2024-11-16T00:16:29.837Z	-0.4009	1011111110000000	1
2024-11-16T00:16:30.228Z	-0.5391	1011111110000000	1
2024-11-16T00:16:30.618Z	-0.3916	1011111110000000	1
2024-11-16T00:16:31.008Z	 0.1896	1011111110000000	1
2024-11-16T00:16:31.398Z	 0.3419	1011111110000000	1
2024-11-16T00:16:31.788Z	 0.5282	1011111110000000	1
2024-11-16T00:16:32.178Z	 0.9973	1011111110000000	1
2024-11-16T00:16:32.568Z	 1.1627	1011111110000000	1
2024-11-16T00:16:32.958Z	 1.0686	1011111110000000	1
2024-11-16T00:16:33.348Z	 0.9828	1011111110000000	1
2024-11-16T00:16:33.738Z	 0.7527	1011111110000000	1
2024-11-16T00:16:34.128Z	 0.5763	1011111110000000	1
2024-11-16T00:16:34.518Z	 0.2868	1011111110000000	1
2024-11-16T00:16:34.908Z	 0.2813	1011111110000000	1
2024-11-16T00:16:35.298Z	-0.1415	1011111110000000	1
2024-11-16T00:16:35.688Z	-0.5271	1011111110000000	1
2024-11-16T00:16:36.078Z	-0.8669	1011111110000000	1
2024-11-16T00:16:36.468Z	-0.9677	1011111110000000	1
2024-11-16T00:16:36.858Z	-0.9456	1011111110000000	1
2024-11-16T00:16:37.248Z	-0.9643	1011111110000000	1
2024-11-16T00:16:37.638Z	-0.6933	1011111110000000	1
2024-11-16T00:16:38.028Z	-0.3020	1011111110000000	1
2024-11-16T00:16:38.418Z	 0.3149	1011111110000000	1
2024-11-16T00:16:38.808Z	 0.8673	1011111110000000	1
2024-11-16T00:16:39.198Z	 0.7795	1011111110000000	1
2024-11-16T00:16:39.588Z	 0.9081	1011111110000000	1
2024-11-16T00:16:39.978Z	 0.8026	1011111110000000	1
2024-11-16T00:16:40.368Z	 0.7440	1011111110000000	1
2024-11-16T00:16:40.758Z	 0.3965	1011111110000000	1
2024-11-16T00:16:41.148Z	 0.0873	1011111110000000	1
2024-11-16T00:16:41.538Z	-0.4677	1011111110000000	1
2024-11-16T00:16:41.928Z	-0.6309	1011111110000000	1
2024-11-16T00:16:42.318Z	-0.9944	1011111110000000	1
2024-11-16T00:16:42.708Z	-0.9680	1011111110000000	1
2024-11-16T00:16:43.098Z	-0.9031	1011111110000000	1
2024-11-16T00:16:43.488Z	-0.7411	1011111110000000	1
2024-11-16T00:16:43.878Z	-0.2672	1011111110000000	1
2024-11-16T00:16:44.268Z	 0.1421	1011111110000000	1
2024-11-16T00:16:44.659Z	 0.5168	1011111110000000	1
2024-11-16T00:16:45.049Z	 0.7319	1011111110000000	1
2024-11-16T00:16:45.439Z	 0.6609	1011111110000000	1
2024-11-16T00:16:45.829Z	 0.5262	1011111110000000	1
2024-11-16T00:16:46.219Z	 0.6459	1011111110000000	1
2024-11-16T00:16:46.609Z	 0.4392	1011111110000000	1
2024-11-16T00:16:46.999Z	 0.3469	1011111110000000	1
2024-11-16T00:16:47.389Z	 0.2274	1011111110000000	1
2024-11-16T00:16:47.779Z	 0.1754	1011111110000000	1
2024-11-16T00:16:48.169Z	 0.4494	1011111110000000	1
2024-11-16T00:16:48.559Z	 0.4478	1011111110000000	1
2024-11-16T00:16:48.949Z	 0.7203	1011111110000000	1
2024-11-16T00:16:49.339Z	 0.4572	1011111110000000	1
