202009010046	3	55.00232	1110000000000000	1	13.15450	1110000000000000	1
202009010116	3	55.00231	1110000000000000	1	13.15445	1110000000000000	1
202009010146	3	55.00238	1110000000000000	1	13.15445	1110000000000000	1
202009010216	3	55.00239	1110000000000000	1	13.15445	1110000000000000	1
202009010246	3	55.00244	1110000000000000	1	13.15439	1110000000000000	1
202009010316	3	55.00247	1110000000000000	1	13.15441	1110000000000000	1
202009010346	3	55.00242	1110000000000000	1	13.15437	1110000000000000	1
202009010416	3	55.00240	1110000000000000	1	13.15439	1110000000000000	1
202009010446	3	55.00248	1110000000000000	1	13.15437	1110000000000000	1
202009010516	3	55.00241	1110000000000000	1	13.15439	1110000000000000	1
202009010546	3	55.00243	1110000000000000	1	13.15439	1110000000000000	1
202009010616	3	55.00240	1110000000000000	1	13.15437	1110000000000000	1
202009010646	3	55.00244	1110000000000000	1	13.15441	1110000000000000	1
202009010716	3	55.00242	1110000000000000	1	13.15435	1110000000000000	1
202009010746	3	55.00242	1110000000000000	1	13.15437	1110000000000000	1
202009010816	3	55.00244	1110000000000000	1	13.15437	1110000000000000	1
202009010846	3	55.00246	1110000000000000	1	13.15437	1110000000000000	1
202009010916	3	55.00241	1110000000000000	1	13.15441	1110000000000000	1
202009010946	3	55.00243	1110000000000000	1	13.15437	1110000000000000	1
202009011016	3	55.00239	1110000000000000	1	13.15443	1110000000000000	1
202009011046	3	55.00239	1110000000000000	1	13.15443	1110000000000000	1
202009011116	3	55.00238	1110000000000000	1	13.15443	1110000000000000	1
202009011146	3	55.00240	1110000000000000	1	13.15439	1110000000000000	1
202009011216	3	55.00245	1110000000000000	1	13.15439	1110000000000000	1
202009011246	3	55.00247	1110000000000000	1	13.15435	1110000000000000	1
202009011316	3	55.00243	1110000000000000	1	13.15435	1110000000000000	1
202009011346	3	55.00247	1110000000000000	1	13.15437	1110000000000000	1
202009011416	3	55.00253	1110000000000000	1	13.15437	1110000000000000	1
202009011446	3	55.00247	1110000000000000	1	13.15437	1110000000000000	1
202009011516	3	55.00246	1110000000000000	1	13.15439	1110000000000000	1
202009011546	3	55.00246	1110000000000000	1	13.15437	1110000000000000	1
202009011616	3	55.00246	1110000000000000	1	13.15435	1110000000000000	1
202009011646	3	55.00244	1110000000000000	1	13.15439	1110000000000000	1
202009011716	3	55.00241	1110000000000000	1	13.15443	1110000000000000	1
202009011746	3	55.00239	1110000000000000	1	13.15441	1110000000000000	1
202009011816	3	55.00238	1110000000000000	1	13.15441	1110000000000000	1
202009011846	3	55.00238	1110000000000000	1	13.15441	1110000000000000	1
202009011916	3	55.00239	1110000000000000	1	13.15439	1110000000000000	1
202009011946	3	55.00230	1110000000000000	1	13.15443	1110000000000000	1
202009012016	3	55.00241	1110000000000000	1	13.15439	1110000000000000	1
202009012046	3	55.00240	1110000000000000	1	13.15439	1110000000000000	1
202009012116	3	55.00238	1110000000000000	1	13.15439	1110000000000000	1
202009012146	3	55.00231	1110000000000000	1	13.15435	1110000000000000	1
202009012246	3	55.00245	1110000000000000	1	13.15433	1110000000000000	1
202009012316	3	55.00244	1110000000000000	1	13.15435	1110000000000000	1
202009012346	3	55.00244	1110000000000000	1	13.15437	1110000000000000	1
202009020016	3	55.00238	1110000000000000	1	13.15443	1110000000000000	1
202009020046	3	55.00235	1110000000000000	1	13.15443	1110000000000000	1
202009020116	3	55.00238	1110000000000000	1	13.15441	1110000000000000	1
202009020146	3	55.00237	1110000000000000	1	13.15441	1110000000000000	1
202009020216	3	55.00239	1110000000000000	1	13.15443	1110000000000000	1
202009020246	3	55.00238	1110000000000000	1	13.15443	1110000000000000	1
202009020316	3	55.00237	1110000000000000	1	13.15448	1110000000000000	1
202009020346	3	55.00237	1110000000000000	1	13.15445	1110000000000000	1
202009020416	3	55.00240	1110000000000000	1	13.15456	1110000000000000	1
202009020446	3	55.00233	1110000000000000	1	13.15460	1110000000000000	1
202009020516	3	55.00230	1110000000000000	1	13.15465	1110000000000000	1
202009020546	3	55.00232	1110000000000000	1	13.15484	1110000000000000	1
202009020616	3	55.00232	1110000000000000	1	13.15480	1110000000000000	1
202009020646	3	55.00235	1110000000000000	1	13.15480	1110000000000000	1
202009020716	3	55.00232	1110000000000000	1	13.15475	1110000000000000	1
202009020746	3	55.00232	1110000000000000	1	13.15478	1110000000000000	1
202009020816	3	55.00225	1110000000000000	1	13.15445	1110000000000000	1
202009020846	3	55.00231	1110000000000000	1	13.15478	1110000000000000	1
202009020916	3	55.00231	1110000000000000	1	13.15478	1110000000000000	1
202009020946	3	55.00232	1110000000000000	1	13.15473	1110000000000000	1
202009021016	3	55.00230	1110000000000000	1	13.15467	1110000000000000	1
202009021046	3	55.00231	1110000000000000	1	13.15469	1110000000000000	1
202009021116	3	55.00229	1110000000000000	1	13.15469	1110000000000000	1
202009021146	3	55.00231	1110000000000000	1	13.15467	1110000000000000	1
202009021216	3	55.00217	1110000000000000	1	13.15471	1110000000000000	1
202009021246	3	55.00237	1110000000000000	1	13.15456	1110000000000000	1
202009021316	3	55.00233	1110000000000000	1	13.15456	1110000000000000	1
202009021346	3	55.00234	1110000000000000	1	13.15452	1110000000000000	1
202009021416	3	55.00230	1110000000000000	1	13.15445	1110000000000000	1
202009021446	3	55.00232	1110000000000000	1	13.15460	1110000000000000	1
202009021516	3	55.00229	1110000000000000	1	13.15467	1110000000000000	1
202009021546	3	55.00234	1110000000000000	1	13.15456	1110000000000000	1
202009021616	3	55.00235	1110000000000000	1	13.15450	1110000000000000	1
202009021646	3	55.00237	1110000000000000	1	13.15450	1110000000000000	1
202009021716	3	55.00232	1110000000000000	1	13.15458	1110000000000000	1
202009021746	3	55.00232	1110000000000000	1	13.15475	1110000000000000	1
202009021816	3	55.00237	1110000000000000	1	13.15490	1110000000000000	1
202009021846	3	55.00249	1110000000000000	1	13.15501	1110000000000000	1
202009021916	3	55.00243	1110000000000000	1	13.15501	1110000000000000	1
202009021946	3	55.00242	1110000000000000	1	13.15501	1110000000000000	1
202009022016	3	55.00242	1110000000000000	1	13.15501	1110000000000000	1
202009022046	3	55.00242	1110000000000000	1	13.15499	1110000000000000	1
202009022116	3	55.00241	1110000000000000	1	13.15501	1110000000000000	1
202009022146	3	55.00243	1110000000000000	1	13.15506	1110000000000000	1
202009022216	3	55.00240	1110000000000000	1	13.15499	1110000000000000	1
202009022246	3	55.00240	1110000000000000	1	13.15501	1110000000000000	1
202009022316	3	55.00239	1110000000000000	1	13.15499	1110000000000000	1
202009022346	3	55.00243	1110000000000000	1	13.15495	1110000000000000	1
202009030016	3	55.00237	1110000000000000	1	13.15499	1110000000000000	1
202009030046	3	55.00240	1110000000000000	1	13.15493	1110000000000000	1
202009030116	3	55.00237	1110000000000000	1	13.15490	1110000000000000	1
202009030146	3	55.00243	1110000000000000	1	13.15488	1110000000000000	1
