202009010000	1.0600	1110000000010110	1	3.600	1110000000010110	1	0.7994	1110000000010110	1	3.340	1110000000010110	1	0.6442	1110000000010110	1	3.4000	1110000000010110	1	0.4205	1110000000010110	1	3.140	1110000000010110	1	500	1110000000010000	1	0.607	1110000000010100	1
202009010030	1.0900	1110000000011110	1	3.880	1110000000011110	1	0.8666	1110000000011110	1	3.410	1110000000011110	1	0.6950	1110000000011110	1	3.4600	1110000000011110	1	0.4575	1110000000011110	1	3.170	1110000000011110	1	500	1110000000010000	1	0.569	1110000000010100	1
202009010100	1.3700	1110000000011110	1	3.850	1110000000011110	1	0.8372	1110000000011110	1	3.540	1110000000011110	1	0.6621	1110000000011110	1	3.5200	1110000000011110	1	0.4172	1110000000011110	1	3.160	1110000000011110	1	500	1110000000010000	1	0.600	1110000000010100	1
202009010130	1.1500	1110000000011110	1	4.030	1110000000011110	1	0.8424	1110000000011110	1	3.560	1110000000011110	1	0.6673	1110000000011110	1	3.6400	1110000000011110	1	0.4195	1110000000011110	1	3.180	1110000000011110	1	500	1110000000010000	1	0.584	1110000000010100	1
202009010200	0.9800	1110000000011110	1	3.660	1110000000011110	1	0.7154	1110000000011110	1	3.440	1110000000011110	1	0.5697	1110000000011110	1	3.4500	1110000000011110	1	0.3548	1110000000011110	1	3.140	1110000000011110	1	500	1110000000010000	1	0.635	1110000000010100	1
202009010230	1.0600	1110000000011110	1	3.170	1110000000011110	1	0.6986	1110000000011110	1	3.420	1110000000011110	1	0.5310	1110000000011110	1	3.4300	1110000000011110	1	0.3401	1110000000011110	1	3.140	1110000000011110	1	500	1110000000010000	1	0.618	1110000000010100	1
202009010300	0.8300	1110000000011110	1	3.230	1110000000011110	1	0.5804	1110000000011110	1	3.260	1110000000011110	1	0.4640	1110000000011110	1	3.3700	1110000000011110	1	0.3007	1110000000011110	1	3.050	1110000000011110	1	500	1110000000010000	1	0.633	1110000000010100	1
202009010330	0.9200	1110000000011110	1	3.510	1110000000011110	1	0.5862	1110000000011110	1	3.290	1110000000011110	1	0.4636	1110000000011110	1	3.2800	1110000000011110	1	0.3001	1110000000011110	1	2.910	1110000000011110	1	500	1110000000010000	1	0.647	1110000000010100	1
202009010400	1.0100	1110000000011110	1	3.340	1110000000011110	1	0.5866	1110000000011110	1	3.340	1110000000011110	1	0.4693	1110000000011110	1	3.3300	1110000000011110	1	0.3047	1110000000011110	1	3.020	1110000000011110	1	500	1110000000010000	1	0.636	1110000000010100	1
202009010430	0.9200	1110000000011110	1	3.310	1110000000011110	1	0.6490	1110000000011110	1	3.350	1110000000011110	1	0.5110	1110000000011110	1	3.3100	1110000000011110	1	0.3235	1110000000011110	1	2.990	1110000000011110	1	500	1110000000010000	1	0.654	1110000000010100	1
202009010500	1.0400	1110000000011110	1	3.320	1110000000011110	1	0.6720	1110000000011110	1	3.280	1110000000011110	1	0.5294	1110000000011110	1	3.3800	1110000000011110	1	0.3383	1110000000011110	1	2.990	1110000000011110	1	500	1110000000010000	1	0.639	1110000000010100	1
202009010530	1.1900	1110000000011110	1	3.480	1110000000011110	1	0.7722	1110000000011110	1	3.440	1110000000011110	1	0.5941	1110000000011110	1	3.4800	1110000000011110	1	0.3739	1110000000011110	1	3.090	1110000000011110	1	500	1110000000010000	1	0.632	1110000000010100	1
202009010600	0.9900	1110000000011110	1	3.440	1110000000011110	1	0.7528	1110000000011110	1	3.520	1110000000011110	1	0.6035	1110000000011110	1	3.5300	1110000000011110	1	0.3848	1110000000011110	1	3.100	1110000000011110	1	500	1110000000010000	1	0.616	1110000000010100	1
202009010630	1.0500	1110000000011110	1	4.000	1110000000011110	1	0.7920	1110000000011110	1	3.510	1110000000011110	1	0.6230	1110000000011110	1	3.4900	1110000000011110	1	0.3937	1110000000011110	1	3.160	1110000000011110	1	500	1110000000010000	1	0.591	1110000000010100	1
202009010700	1.1300	1110000000011110	1	3.540	1110000000011110	1	0.8322	1110000000011110	1	3.610	1110000000011110	1	0.6585	1110000000011110	1	3.6100	1110000000011110	1	0.4217	1110000000011110	1	3.220	1110000000011110	1	500	1110000000010000	1	0.565	1110000000010100	1
202009010730	1.0600	1110000000011110	1	3.420	1110000000011110	1	0.7772	1110000000011110	1	3.630	1110000000011110	1	0.6193	1110000000011110	1	3.6800	1110000000011110	1	0.4042	1110000000011110	1	3.260	1110000000011110	1	500	1110000000010000	1	0.586	1110000000010100	1
202009010800	1.1000	1110000000011110	1	3.770	1110000000011110	1	0.8400	1110000000011110	1	3.720	1110000000011110	1	0.6738	1110000000011110	1	3.7000	1110000000011110	1	0.4407	1110000000011110	1	3.380	1110000000011110	1	500	1110000000010000	1	0.538	1110000000010100	1
202009010830	1.1600	1110000000011110	1	3.260	1110000000011110	1	0.8154	1110000000011110	1	3.700	1110000000011110	1	0.6406	1110000000011110	1	3.8100	1110000000011110	1	0.4106	1110000000011110	1	3.390	1110000000011110	1	500	1110000000010000	1	0.559	1110000000010100	1
202009010900	1.0100	1110000000011110	1	3.670	1110000000011110	1	0.7528	1110000000011110	1	3.530	1110000000011110	1	0.6025	1110000000011110	1	3.5800	1110000000011110	1	0.3875	1110000000011110	1	3.230	1110000000011110	1	500	1110000000010000	1	0.612	1110000000010100	1
202009010930	1.0100	1110000000011110	1	3.670	1110000000011110	1	0.6476	1110000000011110	1	3.470	1110000000011110	1	0.5183	1110000000011110	1	3.4800	1110000000011110	1	0.3392	1110000000011110	1	3.150	1110000000011110	1	500	1110000000010000	1	0.633	1110000000010100	1
202009011000	0.9300	1110000000011110	1	3.310	1110000000011110	1	0.6894	1110000000011110	1	3.470	1110000000011110	1	0.5287	1110000000011110	1	3.5100	1110000000011110	1	0.3344	1110000000011110	1	3.070	1110000000011110	1	500	1110000000010000	1	0.642	1110000000010100	1
202009011030	0.9000	1110000000011110	1	3.260	1110000000011110	1	0.6150	1110000000011110	1	3.480	1110000000011110	1	0.4782	1110000000011110	1	3.4400	1110000000011110	1	0.3107	1110000000011110	1	3.060	1110000000011110	1	500	1110000000010000	1	0.654	1110000000010100	1
202009011100	0.7500	1110000000011110	1	3.220	1110000000011110	1	0.5946	1110000000011110	1	3.370	1110000000011110	1	0.4730	1110000000011110	1	3.3600	1110000000011110	1	0.3012	1110000000011110	1	2.950	1110000000011110	1	500	1110000000010000	1	0.655	1110000000010100	1
202009011130	0.6200	1110000000011110	1	2.820	1110000000011110	1	0.5204	1110000000011110	1	3.370	1110000000011110	1	0.4185	1110000000011110	1	3.4000	1110000000011110	1	0.2737	1110000000011110	1	2.980	1110000000011110	1	500	1110000000010000	1	0.659	1110000000010100	1
202009011200	0.6400	1110000000011110	1	2.790	1110000000011110	1	0.5162	1110000000011110	1	3.480	1110000000011110	1	0.4133	1110000000011110	1	3.4000	1110000000011110	1	0.2694	1110000000011110	1	3.040	1110000000011110	1	500	1110000000010000	1	0.651	1110000000010100	1
202009011230	0.6400	1110000000011110	1	3.480	1110000000011110	1	0.4742	1110000000011110	1	3.190	1110000000011110	1	0.3881	1110000000011110	1	3.4000	1110000000011110	1	0.2499	1110000000011110	1	2.930	1110000000011110	1	500	1110000000010000	1	0.690	1110000000010100	1
202009011300	0.6600	1110000000011110	1	3.130	1110000000011110	1	0.4688	1110000000011110	1	3.540	1110000000011110	1	0.3704	1110000000011110	1	3.3800	1110000000011110	1	0.2365	1110000000011110	1	3.020	1110000000011110	1	500	1110000000010000	1	0.663	1110000000010100	1
202009011330	0.5900	1110000000011110	1	2.690	1110000000011110	1	0.4286	1110000000011110	1	3.280	1110000000011110	1	0.3410	1110000000011110	1	3.3700	1110000000011110	1	0.2201	1110000000011110	1	2.940	1110000000011110	1	500	1110000000010000	1	0.678	1110000000010100	1
202009011400	0.7900	1110000000011110	1	3.250	1110000000011110	1	0.4722	1110000000011110	1	3.640	1110000000011110	1	0.3771	1110000000011110	1	3.4200	1110000000011110	1	0.2460	1110000000011110	1	2.990	1110000000011110	1	500	1110000000010000	1	0.666	1110000000010100	1
202009011430	0.7800	1110000000011110	1	2.960	1110000000011110	1	0.4894	1110000000011110	1	3.480	1110000000011110	1	0.3925	1110000000011110	1	3.4500	1110000000011110	1	0.2481	1110000000011110	1	2.940	1110000000011110	1	500	1110000000010000	1	0.688	1110000000010100	1
202009011500	0.7800	1110000000011110	1	2.910	1110000000011110	1	0.5276	1110000000011110	1	3.430	1110000000011110	1	0.4260	1110000000011110	1	3.5500	1110000000011110	1	0.2805	1110000000011110	1	3.090	1110000000011110	1	500	1110000000010000	1	0.643	1110000000010100	1
202009011530	0.7800	1110000000011110	1	3.500	1110000000011110	1	0.5640	1110000000011110	1	3.460	1110000000011110	1	0.4467	1110000000011110	1	3.4600	1110000000011110	1	0.2906	1110000000011110	1	3.060	1110000000011110	1	500	1110000000010000	1	0.629	1110000000010100	1
202009011600	0.7800	1110000000011110	1	3.970	1110000000011110	1	0.6016	1110000000011110	1	3.740	1110000000011110	1	0.4755	1110000000011110	1	3.6800	1110000000011110	1	0.3111	1110000000011110	1	3.250	1110000000011110	1	500	1110000000010000	1	0.600	1110000000010100	1
