#parameter:heave
#unit:cm
#date:20180518
#sensor:radcan
#Time in ms since start of day
290,-31.58
680,-32.51
1140,-28.73
1460,-35.47
1850,-38.96
2240,-33.06
2630,-28.43
3020,-30.73
3410,-23.01
3800,-17.80
4190,-18.04
4580,-20.59
4970,-31.13
5360,-36.21
5751,-30.88
6141,-18.77
6531,-10.12
6921,-20.92
7311,-34.94
7701,-40.63
8101,NaN
8481,-33.85
8871,-28.37
9261,-27.31
9651,-24.66
10041,-18.11
10431,-16.97
10821,-14.62
11211,-18.50
11601,-28.53
11991,-19.98
12381,-32.18
12771,-37.16
13161,-40.90
13551,-37.02
13941,-26.41
14331,-24.86
14721,-18.17
15111,-12.69
15501,-21.01
15891,-28.34
18682,-44.96
19002,-44.03
19312,-43.39
19622,-36.72
19932,-36.89
20242,-21.17
20552,-15.29
20862,-11.34
21172,-9.35
21482,-13.77
21792,-23.89
22132,-25.00
22522,-23.58
22982,-21.46
23302,-30.65
23692,-34.08
24082,-40.17
24472,-34.14
24892,-33.45
25252,-29.72
25642,-25.85
26032,-30.57
26422,-23.23
26812,-17.32
27202,-17.69
27592,-33.36
27982,-29.81
28372,-38.17
28762,-35.09
29152,-28.66
29662,-17.53
29972,-15.38
30322,-28.27
30713,-37.65
31103,-42.41
31493,-28.92
31883,-14.99
32273,-15.50
32663,-19.66
33053,-31.40
33443,-35.46
33833,-35.80
34223,-38.36
34613,-25.57
35003,-17.35
35393,-16.06
35783,-29.71
36173,-32.98
36563,-28.19
36953,-29.52
37343,-31.35
37733,-35.04
38123,-42.68
38513,-44.37
38903,-35.13
39293,-26.64
39683,-27.55
40073,-24.40
40463,-15.22
40853,-12.99
41243,-12.95
41633,-10.06
42023,-15.81
42413,-39.18
42803,-44.30
43194,-50.17
43584,-31.29
43974,-34.59
44364,-34.59
44754,-32.13
45144,-27.07
45534,-17.73
45924,-19.45
46314,-18.73
46704,-11.48
47094,-14.21
47484,-22.32
47874,-31.47
48264,-37.27
48654,-39.55
49044,-33.54
49434,-32.24
49824,-26.52
50214,-23.82
50604,-26.30
50994,-26.42
51384,-20.85
51774,-21.53
52164,-27.69
52554,-34.41
52944,-32.89
53334,-35.56
53724,-34.96
54114,-27.53
54504,-14.74
54894,-13.68
55284,-22.53
55675,-28.20
56065,-38.76
56455,-30.44
56845,-28.57
57235,-24.70
57625,-23.35
58015,-24.17
58405,-23.90
58795,-25.24
59185,-30.54
59575,-30.13
59965,-32.76
60355,-24.40
60745,-23.09
61135,-31.60
61525,-39.01
61915,-20.94
62305,-22.11
62695,-18.02
63085,-25.86
63475,-26.90
63865,-23.73
64255,-25.87
64645,-28.19
65035,-25.64
65425,-21.83
65815,-30.43
66205,-30.54
66595,-30.64
66985,-29.45
67375,-30.86
67765,-29.28
68156,-34.94
68546,-35.22
68936,-26.49
69326,-17.06
69716,-19.36
70106,-19.41
70496,-18.21
70886,-27.50
71276,-34.24
71666,-41.64
72056,-31.65
72446,-20.71
72836,-24.76
73226,-36.58
73616,-41.23
74006,-38.37
74396,-35.54
74786,-29.48
75176,-23.54
75566,-9.48
75956,-13.40
76346,-10.20
76736,-16.37
77126,-20.86
77516,-29.91
77906,-33.29
78296,-41.76
78686,-45.38
79076,-44.36
79466,-29.57
79856,-30.78
80246,-15.77
80637,-11.06
81027,-8.54
81417,-18.88
81807,-16.63
82197,-17.46
82587,-22.98
82977,-30.58
83367,-35.65
83757,-31.51
84147,-33.75
84537,-39.42
84927,-43.53
85317,-40.40
85707,-19.52
86097,-17.33
86487,-15.53
86877,-9.03
87267,-9.43
87657,-21.98
88047,-27.72
88437,-23.46
88827,-28.26
89217,-32.36
89607,-37.69
89997,-45.30
90387,-46.74
90777,-36.69
91167,-16.44
91557,-9.50
91947,-13.68
92337,-22.38
92727,-28.47
93118,-26.67
93508,-27.22
93898,-25.42
94288,-24.46
94678,-38.06
95068,-45.02
95458,-40.70
95848,-33.24
96238,-22.74
96628,-16.54
97018,-10.93
97408,-6.06
97798,-5.24
98188,-25.09
98578,-38.97
98968,-43.35
99358,-44.96
99748,-40.07
100138,-39.00
100528,-19.78
100918,3.85
101308,-11.05
101698,-19.19
102088,-27.64
102478,-34.66
102868,-47.36
103258,-33.76
103648,-19.54
